UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,YEAR,UNIQUE_ID,DSGN_CYCLE,AG_ECO3,AG_ECO3_NM,AG_ECO9,AG_ECO9_NM,BORD_RIV,CNTYNAME,COMID,DES_FTYPE,ELEVATION,EPA_REG,EVAL_CAT,FCODE,FED_NONFED,FEOW_ID,FRAME08,FRAME13,FRAME18,FRAMEEW,FRAMEWS,FS_EW,FTYPE,GNIS_ID,GNIS_NAME,HUC2,HUC2_NM,HUC8,HUC8_NM,LAT_DD83,LON_DD83,MAJ_BAS_NM,MAJ_BASIN,MAJ_RIV_NM,MAJ_RIVER,MIS_BAS_NM,MIS_BASIN,MISS_BASIN,NA_L1CODE,NA_L1NAME,NA_L2CODE,NA_L2NAME,NARS_NAME,OWN_NARS,PANEL_RVST,PANEL_SOT,PANEL_USE,PANEL_WGT,PROB_CAT,PSTL_CODE,REACHCODE,SF_ST_ID,SITETYPE,SOURCE,STATE_NM,STATE_SF,STATECTY,STRAH_CAL,STRAH_CAT,STRAH_ORD,STRATUM,TNT_CAT,URBN_NRS08,URBN_NRS18,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,USFS,WGT_CAT,WGT_DSGN,WGT_TP_EXTENT,XCOORD,YCOORD,WGT_TP_CORE
2012705,7/8/2021,NRS18_LA_10010,6/25/2018,2,2018,NRS_LA-10192,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,LA:MS,Madison,19266232,ArtificialPathStreamPer,20.13,Region_06,Target_Sampled,55800,Federal,149,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,1629903,Mississippi River,H08,MS,H08060100,Lower Mississippi-Natchez,32.2700996,-90.96073809,Lower Mississippi Region,H08,Lower Mississippi River,MajorRiver,Lower Mississippi Region,H08,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,Mississippi River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2R2_BaseRiver,NRS18_13_TSS,MajorRiver,LA,R08060100000260,None,PROB,NHDPlusV1,Louisiana,Include,F22107,10,RiversMajor,10,LA,Target,Non-Urban,Non-Urban,73,Mississippi Alluvial Plain,73a,Northern Holocene Meander Belts,Not_Forest_Service,LA_RV_CPL_Include,761.1908,244.4404653,472087.1,-572384.1,265.5129192
2012706,7/8/2021,NRS18_LA_10002,6/25/2018,2,2018,NRS_LA-10079,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,Not_Border,Union,17917807,ArtificialPathStreamPer,19.34,Region_06,Target_Sampled,55800,Federal,145,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,558280,Ouachita River,H08,MS,H08040202,Lower Ouachita-Bayou De Loutre,32.97480167,-92.07643948,Lower Mississippi Region,H08,Ouachita River,Additional,Lower Mississippi Region,H08,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Ouachita River,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3R2_BaseRiver,NRS18_08_TSS,Additional,LA,R08040202001298,None,PROB,NHDPlusV1,Louisiana,Include,F22111,7,RiversMajor,7,LA,Target,Non-Urban,Non-Urban,35,South Central Plains,35b,Floodplains and Low Terraces,Not_Forest_Service,LA_RV_CPL_Include,161.7304554,244.4404653,364389.9,-498781.2,265.5129192
2012707,7/8/2021,NRS18_TN_10029,6/25/2018,1,2018,NRS_TN-10077,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Maury,19531274,StreamRiverPer,182.445,Region_04,Target_Sampled,46006,Federal,152,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,0,None,H06,MS,H06040002,Upper Duck,35.54916131,-86.95243071,Ohio-Tennessee Region,H05_06,Not Major River,NotMajorRiver,Ohio-Tennessee Region,H06,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,None,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_OverStream,NRS18_08_TSS,TN_Streams_TN_3rd,TN,R06040002001332,None,PROB,NHDPlusV1,Tennessee,Include,F47119,0,LargeStreams,3,TN,Target,Non-Urban,Non-Urban,71,Interior Plateau,71h,Outer Nashville Basin,Not_Forest_Service,TN_LS_SAP_Include,6693.379667,631.0295305,811881.4,-179849.6,946.5442958
2012708,7/8/2021,NRS18_WI_10005,6/25/2018,1,2018,NRS_WI-10072,2018-19,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,Not_Border,Jackson,13137685,StreamRiverPer,271.33,Region_05,Target_Sampled,46006,Federal,148,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,0,None,H07,MS,H07040007,Black,44.25218093,-90.76170881,Upper Mississippi Region,H07,Not Major River,NotMajorRiver,Upper Mississippi Region,H07,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.1,MIXED WOOD PLAINS,None,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseStream,NRS18_08_TSS,WI_Streams_WI_2nd,WI,R07040007000616,None,PROB,NHDPlusV1,Wisconsin,Include,F55053,2,SmallStreams,2,WI,Target,Non-Urban,Non-Urban,51,North Central Hardwood Forests,51c,Glacial Lake Wisconsin Sand Plain,Not_Forest_Service,WI_SS_UMW_Include,5068.158016,1398.582509,416859.3,767140.4,1605.779918
2012709,7/8/2021,NRS18_ND_10014,6/25/2018,1,2018,NRS_ND-10343,2018-19,PLNLOW,Plains and Lowlands,NPL,Northern Plains,Not_Border,McKenzie,21872621,StreamRiverPer,652.4,Region_08,Target_Sampled,46006,Federal,142,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1034774,Charbonneau Creek,H10U,MS,H10100004,Lower Yellowstone,47.75862891,-103.7374309,Missouri Region,H10,Not Major River,NotMajorRiver,Missouri Region,H10U,Mississippi_Basin,9,GREAT PLAINS,9.3,WEST-CENTRAL SEMI-ARID PRAIRIES,Charbonneau Creek,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseLS,NRS18_13_TSS,ND_LargeStreams_NPL,ND,R10100004000828,None,PROB,NHDPlusV1,North Dakota,Include,F38053,3,LargeStreams,3,ND,Target,Non-Urban,Non-Urban,43,Northwestern Great Plains,43a,Missouri Plateau,Not_Forest_Service,ND_LS_NPL_Include,1156.133,140.714295,-583725.8,1168523,192.3095364
2012710,7/8/2021,NRS18_IL_10009,6/25/2018,1,2018,NRS_IL-10039,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,IA:IL,Hancock,6966811,ArtificialPathStreamPer,158.06,Region_05,Target_Sampled,55800,Federal,148,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,1629903,Mississippi River,H07,MS,H07080104,Flint-Henderson,40.47668873,-91.36703638,Upper Mississippi Region,H07,Upper Mississippi River,MajorRiver,Upper Mississippi Region,H07,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Mississippi River,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseRiver,NRS18_08_TSS,MajorRiver,IL,R07080104002429,None,PROB,NHDPlusV1,Illinois,Include,F17067,8,RiversMajor,8,IL,Target,Non-Urban,Non-Urban,72,Interior River Valleys and Hills,72d,Upper Mississippi Alluvial Plain,Not_Forest_Service,IL_RV_TPL_Include,211.4121819,232.8396363,389295.8,343087,278.11401
2012711,7/8/2021,NRS18_TX_10062,6/25/2018,1,2018,NRS_TX-10312,2018-19,PLNLOW,Plains and Lowlands,SPL,Southern Plains,Not_Border,Knox,13526474,StreamRiverPer,368.53,Region_06,Target_Sampled,46006,Federal,144,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1364171,North Wichita River,H11,MS,H11130204,North Wichita,33.71893303,-99.47595505,Arkansas-White-Red Region,H11,Not Major River,NotMajorRiver,Arkansas-White-Red Region,H11,Mississippi_Basin,9,GREAT PLAINS,9.4,SOUTH CENTRAL SEMI-ARID PRAIRIES,North Wichita River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_HPT_RO_Base,NRS18_18,TX_HPT_RO,TX,R11130204000001,None,PROB,NHDPlusv2,Texas,Include,F48275,5,RiversOther,5,TX,Target,Non-Urban,Non-Urban,26,Southwestern Tablelands,26c,"Caprock Canyons, Badlands, and Breaks",Not_Forest_Service,TX_RV_SPL_Include_18,352.9219236,124.1384676,-319801.1099,-417366.4029,171.035222
2012712,7/8/2021,NRS18_WA_10011,6/25/2018,1,2018,NRS_WA-10339,2018-19,WMTNS,West,WMT,Western Mountains,Not_Border,Snohomish,23963013,ArtificialPathStreamPer,58.685,Region_10,Target_Sampled,55800,Federal,103,Include,Include,Include,Include,Include,Not_USFS,ArtificialPath,1525899,Skykomish River,H17,PN,H17110009,Skykomish,47.84358519,-121.6946012,Pacific Northwest Region,H17,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,7,MARINE WEST COAST FOREST,7.1,MARINE WEST COAST FOREST,Skykomish River,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseRiver,NRS18_08_TSS,WA_Rivers_WA_5th+,WA,R17110009000118,None,PROB,NHDPlusV1,Washington,Include,F53061,5,RiversOther,5,WA,Target,Urban,Non-Urban,2,Puget Lowland,2e,Eastern Puget Uplands,Not_Forest_Service,WA_RV_WMT_Include,257.7514764,137.3312316,-1914529,1414531,166.2430699
2012713,7/8/2021,NRS18_MI_10034,6/25/2018,1,2018,NRS_MI-10133,2018-19,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,Not_Border,Antrim,13058004,StreamRiverPer,266.82,Region_05,Target_Sampled,46006,Federal,116,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,622946,Cedar River,H04,GL,H04060105,Boardman-Charlevoix,44.95075902,-85.08357966,Great Lakes Region,H04,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,5,NORTHERN FORESTS,5.2,MIXED WOOD SHIELD,Cedar River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseSS_UMW,NRS18_18,MI_SS_UMW,MI,R04060105000092,None,PROB,NHDPlusv2,Michigan,Include,F26009,2,SmallStreams,2,MI,Target,Non-Urban,Non-Urban,50,Northern Lakes and Forests,50ad,Vanderbilt Moraines,Not_Forest_Service,MI_SS_UMW_Include_18,3177.495938,882.9803898,858332.572,882807.0973,996.9133433
2012714,7/8/2021,NRS18_NV_10005,6/25/2018,1,2018,NRS_NV-10297,2018-19,WMTNS,West,XER,Xeric,Not_Border,Elko,10785790,StreamRiverInt,1535.505,Region_09,Target_Sampled,46003,Federal,126,Include,Exclude,Include,Exclude,Exclude,Not_USFS,StreamRiver,0,None,H16,GB,H16040101,Upper Humboldt,40.81470223,-115.806146,Great Basin Region,H16,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,10,NORTH AMERICAN DESERTS,10.1,COLD DESERTS,None,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseRiver,NRS18_08_TSS,NV_Rivers_NV_7th+,NV,R16040101003556,None,PROB,NHDPlusV1,Nevada,Include,F32007,0,RiversOther,7,NV,Target,Non-Urban,Urban,13,Central Basin and Range,13m,Upper Humboldt Plains,Not_Forest_Service,NV_RV_XER_Include_18,125.3372246,68.38592161,-1645058,543503.5,118.6696875
2012715,7/8/2021,NRS18_NY_10017,6/25/2018,1,2018,NRS_NY-10051,2018-19,EHIGH,Eastern Highlands,NAP,Northern Appalachians,Not_Border,Cattaraugus,8969900,ArtificialPathStreamPer,430.05,Region_02,Target_Sampled,55800,Federal,150,Include,Include,Include,Exclude,Include,Not_USFS,ArtificialPath,959339,Olean Creek,H05,MS,H05010001,Upper Allegheny,42.08065145,-78.42363781,Ohio-Tennessee Region,H05_06,Not Major River,NotMajorRiver,Ohio-Tennessee Region,H05,Mississippi_Basin,5,NORTHERN FORESTS,5.3,ATLANTIC HIGHLANDS,Olean Creek,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseRiver,NRS18_08_TSS,NY_Rivers_NY_5th,NY,R05010001000339,None,PROB,NHDPlusV1,New York,Include,F36009,5,RiversOther,5,NY,Target,Urban,Urban,62,North Central Appalachians,62d,Unglaciated High Allegheny Plateau,Not_Forest_Service,NY_RV_NAP_Include,196.0080627,71.32481423,1436053,646326.2,78.34036973
2012717,7/8/2021,NRS18_PA_10015,6/26/2018,1,2018,NRS_PA-10078,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Schuylkill,4779715,StreamRiverPer,126.565,Region_03,Target_Sampled,46006,Federal,118,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,1199063,Little Schuylkill River,H02,MA,H02040203,Schuylkill,40.59318131,-76.02771628,Mid-Atlantic Region,H02,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Little Schuylkill River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2R2_BaseStream,NRS18_13_TSS,PA_LargeStreams_SAP,PA,R02040203000167,None,PROB,NHDPlusV1,Pennsylvania,Include,F42107,4,LargeStreams,4,PA,Target,Non-Urban,Non-Urban,67,Ridge and Valley,67c,Northern Sandstone Ridges,Not_Forest_Service,PA_LS_SAP_Include,4408.123,790.182427,1663830,522127,903.0656309
2012718,7/8/2021,NRS18_WA_10005,6/24/2018,1,2018,NRS_WA-10336,2018-19,WMTNS,West,WMT,Western Mountains,Not_Border,Grays Harbor,23865256,StreamRiverPer,195.01,Region_10,Target_Sampled,46006,Federal,103,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,1507803,Right Fork Raimie Creek,H17,PN,H17100106,Willapa Bay,46.83756894,-123.3862687,Pacific Northwest Region,H17,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,7,MARINE WEST COAST FOREST,7.1,MARINE WEST COAST FOREST,Right Fork Raimie Creek,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseStream,NRS18_08_TSS,WA_Streams_WA_1st,WA,R17100106000468,None,PROB,NHDPlusV1,Washington,Include,F53027,1,SmallStreams,1,WA,Target,Non-Urban,Non-Urban,1,Coast Range,1f,Willapa Hills,Not_Forest_Service,WA_SS_WMT_Include,8666.734845,1904.218905,-2068783,1343092,3307.327572
2012719,7/8/2021,NRS18_CA_10022,6/26/2018,1,2018,NRS_CA-11011,2018-19,WMTNS,West,WMT,Western Mountains,Not_Border,Trinity,8246442,StreamRiverPer,857.605,Region_09,Target_Sampled,46006,Federal,123,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,262609,Little Grass Valley Creek,H18,CA,H18010211,Trinity,40.63704573,-122.7464935,California Region,H18,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,Little Grass Valley Creek,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_BaseSS,NRS18_13_TSS,CA_SmallStreams_WMT,CA,R18010211000911,None,PROB,NHDPlusV1,California,Include,F06105,2,SmallStreams,2,CA,Target,Non-Urban,Non-Urban,78,Klamath Mountains/California High North Coast Range,78k,Eastern Klamath Low Elevation Forests,Not_Forest_Service,CA_SS_WMT_Include,10672.54114,625.4829161,-2213775,665156.8,1467.479149
2012722,7/8/2021,NRS18_MO_10002,6/26/2018,1,2018,NRS_MO-10029,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,IL:MO,St. Charles,880484,ArtificialPathStreamPer,127.61,Region_07,Target_Sampled,55800,Federal,148,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,1629903,Mississippi River,H07,MS,H07110009,Peruque-Piasa,38.96336661,-90.41564701,Upper Mississippi Region,H07,Upper Mississippi River,MajorRiver,Upper Mississippi Region,H07,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Mississippi River,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3R2_BaseRiver,NRS18_08_TSS,MajorRiver,MO,R07110009000693,None,PROB,NHDPlusV1,Missouri,Include,F29183,9,RiversMajor,9,MO,Target,Non-Urban,Non-Urban,72,Interior River Valleys and Hills,72d,Upper Mississippi Alluvial Plain,Not_Forest_Service,MO_RV_TPL_Include,283.6086078,250.6397077,479113.4,178098.8,310.3158285
2012723,7/8/2021,NRS18_AR_10017,6/26/2018,1,2018,NRS_AR-10219,2018-19,PLNLOW,Plains and Lowlands,CPL,Coastal Plains,AR:MS,Chicot,18057726,ArtificialPathStreamPer,31.3,Region_06,Target_Sampled,55800,Federal,149,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,1629903,Mississippi River,H08,MS,H08030100,Lower Mississippi-Greenville,33.32930915,-91.16314434,Lower Mississippi Region,H08,Lower Mississippi River,MajorRiver,Lower Mississippi Region,H08,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,Mississippi River,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_13TS2_BaseRM,NRS18_13_TSS,MajorRiver,AR,R08030100000012,None,PROB,NHDPlusV1,Arkansas,Include,F05017,10,RiversMajor,10,AR,Target,Non-Urban,Non-Urban,73,Mississippi Alluvial Plain,73a,Northern Holocene Meander Belts,Not_Forest_Service,AR_RV_CPL_Include,550.6045,321.5475226,447130.1,-455350.5,404.2311713
2012724,7/8/2021,NRS18_OH_10043,6/25/2018,1,2018,NRS_OH-10088,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Darke,18509814,StreamRiverPer,300.6,Region_05,Target_Sampled,46006,Federal,150,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,449850,Wabash River,H05,MS,H05120101,Upper Wabash,40.3196533,-84.63033676,Ohio-Tennessee Region,H05_06,Wabash River,MajorRiver,Ohio-Tennessee Region,H05,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.2,CENTRAL USA PLAINS,Wabash River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_OverSS,NRS18_13_TSS,MajorRiver,OH,R05120101000496,None,PROB,NHDPlusV1,Ohio,Include,F39037,2,SmallStreams,2,OH,Target,Non-Urban,Non-Urban,55,Eastern Corn Belt Plains,55a,Clayey High Lime Till Plains,Not_Forest_Service,OH_SS_TPL_Include,4348.269,6131.321148,955562.8,373233.9,6131.321148
2012725,7/8/2021,NRS18_OK_10017,6/25/2018,1,2018,NRS_OK-10060,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Craig,7584587,StreamRiverPer,237.05,Region_06,Target_Sampled,46006,Federal,146,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,1095678,Mud Creek,H11,MS,H11070206,Lake O' The Cherokees,36.95134824,-95.03539369,Arkansas-White-Red Region,H11,Not Major River,NotMajorRiver,Arkansas-White-Red Region,H11,Mississippi_Basin,9,GREAT PLAINS,9.2,TEMPERATE PRAIRIES,Mud Creek,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_13NR_FPF_SS_Base,NRS18_13_TSS,OK_FPF_SS,OK,R11070206000048,None,PROB,NHDPlusV1,Oklahoma,Include,F40035,2,SmallStreams,2,OK,Target,Non-Urban,Non-Urban,40,Central Irregular Plains,40b,Osage Cuestas,Not_Forest_Service,OK_SS_TPL_Include,5505.787712,415.5366136,85094.11,-61049.55,664.8585818
2012726,7/8/2021,NRS18_OK_10038,6/26/2018,1,2018,NRS_OK-10188,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,Cherokee,400170,StreamRiverPer,225.82,Region_06,Target_Sampled,46006,Federal,146,Include,Include,Include,Include,Include,Not_USFS,StreamRiver,70518,Baron Fork,H11,MS,H11110103,Illinois,35.96228291,-94.80113987,Arkansas-White-Red Region,H11,Not Major River,NotMajorRiver,Arkansas-White-Red Region,H11,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,Baron Fork,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_TFO_RO_Base,NRS18_18,OK_TFO_RO,OK,R11110103000063,None,PROB,NHDPlusv2,Oklahoma,Include,F40021,5,RiversOther,5,OK,Target,Non-Urban,Non-Urban,39,Ozark Highlands,39b,Dissected Springfield Plateau-Elk River Hills,Not_Forest_Service,OK_RV_SAP_Include,231.2190707,57.16025031,107155.7622,-171596.4098,69.86252816
2012727,7/8/2021,NRS18_OH_10049,6/26/2018,1,2018,NRS_OH-10082,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Sandusky,28033899,ArtificialPathStreamPer,173.13,Region_05,Target_Sampled,55800,Federal,116,Include,Include,Include,Exclude,Exclude,Not_USFS,ArtificialPath,1066185,Sandusky River,H04,GL,H04100011,Sandusky,41.44082459,-83.03139877,Great Lakes Region,H04,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.2,CENTRAL USA PLAINS,Sandusky River,Non Federal,NRS_NO_NO_13_18,NRS_NO_NO_13_18,NRS18_13TS2_OverRO,NRS18_13_TSS,OH_RiversOther_TPL,OH,R04100011002222,None,PROB,NHDPlusV1,Ohio,Include,F39143,6,RiversOther,6,OH,Target,Non-Urban,Non-Urban,57,Huron/Erie Lake Plains,57d,Marblehead Drift/Limestone Plain,Not_Forest_Service,OH_RV_TPL_Include,1015.831,114.2815866,1072082,514820,114.2815866
2012728,7/8/2021,NRS18_WA_10047,6/26/2018,1,2018,NRS_WA-10343,2018-19,WMTNS,West,WMT,Western Mountains,Not_Border,King,23970181,ArtificialPathStreamPer,11.225,Region_10,Target_Sampled,55800,Federal,103,Include,Include,Include,Include,Include,Not_USFS,ArtificialPath,1526021,Snoqualmie River,H17,PN,H17110010,Snoqualmie,47.69211872,-121.9662585,Pacific Northwest Region,H17,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,7,MARINE WEST COAST FOREST,7.1,MARINE WEST COAST FOREST,Snoqualmie River,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_OverRiver,NRS18_08_TSS,WA_Rivers_WA_5th+,WA,R17110010000193,None,PROB,NHDPlusV1,Washington,Include,F53033,5,RiversOther,5,WA,Target,Urban,Non-Urban,2,Puget Lowland,2e,Eastern Puget Uplands,Not_Forest_Service,WA_RV_WMT_Include,257.7514764,137.3312316,-1938778,1403935,166.2430699
2012729,7/8/2021,NRS18_MI_10007,6/26/2018,1,2018,NRS_MI-10058,2018-19,PLNLOW,Plains and Lowlands,UMW,Upper Midwest,Not_Border,Emmet,13054236,StreamRiverPer,186.155,Region_05,Target_Sampled,46006,Federal,116,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,1616853,Wycamp Creek,H04,GL,H04060105,Boardman-Charlevoix,45.65369356,-84.99923728,Great Lakes Region,H04,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,5,NORTHERN FORESTS,5.2,MIXED WOOD SHIELD,Wycamp Creek,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseStream,NRS18_08_TSS,MI_Streams_MI_1st,MI,R04060105000333,None,PROB,NHDPlusV1,Michigan,Include,F26047,1,SmallStreams,1,MI,Target,Non-Urban,Non-Urban,50,Northern Lakes and Forests,50ab,Cheboygan Lake Plain,Not_Forest_Service,MI_SS_UMW_Include_18,4503.173599,882.9803898,855906.9,961212.2,996.9133433
2012730,7/8/2021,NRS18_IL_10005,6/26/2018,1,2018,NRS_IL-10049,2018-19,PLNLOW,Plains and Lowlands,TPL,Temperate Plains,Not_Border,Cumberland,10338064,StreamRiverInt,189.69,Region_05,Target_Sampled,46003,Federal,150,Include,Exclude,Include,Exclude,Exclude,Not_USFS,StreamRiver,412648,Lost Creek,H05,MS,H05120112,Embarras,39.34781199,-88.05272098,Ohio-Tennessee Region,H05_06,Not Major River,NotMajorRiver,Ohio-Tennessee Region,H05,Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Lost Creek,Non Federal,NRS_NO_08_13_18,NRS_NO_08_13_18,NRS18_08TS3_BaseStream,NRS18_08_TSS,IL_Streams_IL_1st2n,IL,R05120112000437,None,PROB,NHDPlusV1,Illinois,Include,F17035,1,SmallStreams,1,IL,Target,Non-Urban,Non-Urban,72,Interior River Valleys and Hills,72j,Southern Illinoian Till Plain,Not_Forest_Service,IL_SS_TPL_Include,11862.15572,4318.602458,677840.8,235465.3,6261.973564
2012731,7/8/2021,NRS18_DE_10016,6/25/2018,1,2018,NRS_DE-10090,2018-19,EHIGH,Eastern Highlands,SAP,Southern Appalachians,Not_Border,New Castle,4651360,StreamRiverPer,47.05,Region_03,Target_Sampled,46006,Federal,118,Include,Include,Include,Exclude,Include,Not_USFS,StreamRiver,214450,Pike Creek,H02,MA,H02040205,Brandywine-Christina,39.74077165,-75.71143409,Mid-Atlantic Region,H02,Not Major River,NotMajorRiver,Not Miss River Basin,NMRB,Not_Mississippi_Basin,8,EASTERN TEMPERATE FORESTS,8.3,SOUTHEASTERN USA PLAINS,Pike Creek,Non Federal,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_BaseSS_SAP,NRS18_18,DE_SS_SAP,DE,R02040205000195,None,PROB,NHDPlusv2,Delaware,Include,F10003,2,SmallStreams,2,DE,Target,Urban,Urban,64,Northern Piedmont,64c,Piedmont Uplands,Not_Forest_Service,DE_SS_SAP_Include,31.66998436,19.04864214,1710013.983,434375.213,19.04864214
2012732,7/8/2021,NRS18_SD_10544,6/26/2018,1,2018,NRS_SD-10478,2018-19,WMTNS,West,WMT,Western Mountains,Not_Border,Pennington,17533025,StreamRiverPer,1592.06,Region_08,Target_Sampled,46006,Non-Federal,142,Include,Include,Include,Include,Include,West,StreamRiver,1261716,Gimlet Creek,H10U,MS,H10120110,Rapid,44.12590346,-103.6531763,Missouri Region,H10,Not Major River,NotMajorRiver,Missouri Region,H10U,Mississippi_Basin,6,NORTHWESTERN FORESTED MOUNTAINS,6.2,WESTERN CORDILLERA,Gimlet Creek,USFS,NRS_NO_NO_NO_18,NRS_NO_NO_NO_18,NRS18_18_OverSS_WMT,NRS18_18,SD_SS_WMT,SD,R10120110000079,None,PROB,NHDPlusv2,South Dakota,Include,F46103,2,SmallStreams,2,SD,Target,Non-Urban,Non-Urban,17,Middle Rockies,17b,Black Hills Plateau,Forest_Service,SD_SS_WMT_Include,639.3484035,115.2061412,-609816.5476,766139.9795,115.2061412
