"","SITE_ID","VISIT_ID","DATE_COL","NTL_PPM","PTL_PPB","VISIT_NO","SITE_TYPE","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","ECO_REG","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","TSTATE_TP","TSTATE_TN","TSTATE_CHL","PTL_COND","NTL_COND","CHLA_COND","tn.tp","TN_mol","TP_mol"
"363","NLA06608-0514",7847,"7/24/2007",1.009,7,1,"PROB_Lake",-78.11907346,40.35740927,"Region_3",8.935850053,"NO","SAP","MAN-MADE",3347.380555,239.41,2050303,"NLA_PA-10014","1: OLIGOTROPHIC (<= 10 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",318.743953084499,7.20354108659956e-05,2.25997733192758e-07
"364","NLA06608-0515",7848,"6/28/2007",4.984,335,1,"PROB_Lake",-98.94484753,46.02793009,"Region_8",19.94722145,"NO","NPL","NATURAL",69.27151861,633.4,10160004,"NLA_ND-10023","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","2: MESOTROPHIC (>2-7 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",32.8989513341479,0.000355822088955522,1.08156058027963e-05
"365","NLA06608-0523",7849,"7/16/2007",1.738,115,1,"PROB_Lake",-96.95103624,43.92368969,"Region_8",3.957354262,"NO","TPL","NATURAL",411.6060301,485.78,10170203,"NLA_SD-10017","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",33.4195624874047,0.00012408081673449,3.71281990245246e-06
"366","NLA06608-0526",7850,"7/18/2007",0.651,17,1,"PROB_Lake",-91.39296143,47.94850085,"Region_5",285.5891281,"NO","UMW","NATURAL",24.04902764,460.42,9030001,"NLA_MN-10034","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE",84.6800089900344,4.64767616191904e-05,5.48851637753842e-07
"367","NLA06608-0528",7851,"6/28/2007",0.814,65,1,"PROB_Lake",-99.85563998,40.69518018,"Region_7",2.001691105,"NO","SPL","MAN-MADE",878.2474956,796.39,10200101,"NLA_NE-10024","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",27.6923541156586,5.81138002427358e-05,2.09855037964704e-06
"368","NLA06608-0529",7852,"9/4/2007",0.508,42,1,"PROB_Lake",-119.3639845,47.18441442,"Region_10",2.337088279,"YES","XER","NATURAL",2606.638733,320.11,17020015,"NLA_WA-10014","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE",26.7462715835688,3.62675804954666e-05,1.35598639915655e-06
"369","NLA06608-0530",7853,"8/7/2007",1.016,117,1,"PROB_Lake",-81.41308684,31.05988383,"Region_4",402.5352728,"NO","CPL","MAN-MADE",9.741201494,0.71,3070203,"NLA_GA-10009","4: HYPEREUTROPHIC (>50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",19.2024513933314,7.25351609909331e-05,3.77739068336467e-06
"370","NLA06608-0531",7854,"7/11/2007",2.697,57,1,"PROB_Lake",-99.16791062,46.03407357,"Region_8",81.78952116,"NO","NPL","NATURAL",13.88016093,588.11,10130106,"NLA_ND-10024","3: EUTROPHIC (>25-50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",104.629685293451,0.000192546583850932,1.84026725599817e-06
"371","NLA06608-0533",7855,"7/18/2007",0.178,6,1,"PROB_Lake",-78.29237084,42.25218027,"Region_2",99.71349915,"NO","NAP","MAN-MADE",168.057458,470.53,5010001,"NLA_NY-10007","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",65.602075577021,1.27079317484115e-05,1.9371234273665e-07
"372","NLA06608-0537",7856,"6/6/2007",0.256,11,1,"PROB_Lake",-81.05483233,37.69558878,"Region_3",10.76992391,"YES","SAP","MAN-MADE",35.86934062,815.49,5050004,"NLA_WV-10006","2: MESOTROPHIC (>10-25 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","1:LEAST DISTURBED",51.4631195537815,1.82765759977154e-05,3.55139295017192e-07
"373","NLA06608-0540",7857,"8/27/2007",2.25,235,1,"PROB_Lake",-99.37115228,35.17104325,"Region_6",14.15104596,"NO","SPL","MAN-MADE",10.09053282,519.11,11120303,"NLA_OK-10020","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",21.1720779414244,0.000160633968729921,7.58706675718546e-06
"374","NLA06608-0541",7858,"7/12/2007",0.329,14,1,"PROB_Lake",-77.33745683,38.96504347,"Region_3",28.28770048,"YES","SAP","MAN-MADE",10.11175187,97.61,2070008,"NLA_VA-10021","2: MESOTROPHIC (>10-25 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",51.965689080674,2.3488255872064e-05,4.51995466385517e-07
"375","NLA06608-0542",7859,"8/30/2007",1.303,15,1,"PROB_Lake",-88.36579346,45.78575069,"Region_5",724.8867084,"NO","UMW","NATURAL",4.612377664,405.01,4030108,"NLA_WI-10020","2: MESOTROPHIC (>10-25 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",192.0887741053,9.30249161133719e-05,4.84280856841625e-07
"376","NLA06608-0546",7860,"7/18/2007",4.022,181,1,"PROB_Lake",-71.47978934,42.35496664,"Region_1",5.026181837,"YES","NAP","NATURAL",6.579366257,63.79,1070005,"NLA_MA-10008","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","3: EUTROPHIC (>7 to 30 mg/L)","3:MOST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",49.1374165939745,0.000287142143214107,5.84365567255561e-06
"377","NLA06608-0547",7861,"7/31/2007",0.519,10,1,"PROB_Lake",-89.83486415,44.20672826,"Region_5",64.99603437,"NO","UMW","MAN-MADE",123.811974,289.18,7070003,"NLA_WI-10021","1: OLIGOTROPHIC (<= 10 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",114.766777161148,3.70529021203684e-05,3.22853904561083e-07
"378","NLA06608-0550",7862,"8/1/2007",0.234,1,1,"PROB_Lake",-71.96791311,43.9575273,"Region_1",20.3121784,"NO","NAP","NATURAL",61.59577382,409.24,1080104,"NLA_NH-10010","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",517.445584888413,1.67059327479118e-05,3.22853904561083e-08
"379","NLA06608-0551",7863,"8/20/2007",1.361,54,1,"PROB_Lake",-94.16801923,45.10823473,"Region_5",5.66008504,"YES","UMW","NATURAL",219.6509157,294.56,7010204,"NLA_MN-10035","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",55.7330991637488,9.71657028628543e-05,1.74341108462985e-06
"380","NLA06608-0555",7864,"7/23/2007",0.578,8,1,"PROB_Lake",-85.00769013,41.72092858,"Region_5",16.39880261,"NO","UMW","NATURAL",11.79625324,292.84,4050001,"NLA_IN-10015","1: OLIGOTROPHIC (<= 10 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",159.766852599093,4.12650817448419e-05,2.58283123648867e-07
"381","NLA06608-0558",7865,"8/9/2007",1.154,17,1,"PROB_Lake",-96.21518776,46.76330385,"Region_5",432.3955559,"NO","UMW","NATURAL",14.03501697,402.97,9020106,"NLA_MN-10036","2: MESOTROPHIC (>10-25 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",150.108648808755,8.23873777397016e-05,5.48851637753842e-07
"382","NLA06608-0560",7866,"9/12/2007",0.532,27,1,"PROB_Lake",-101.6607655,35.61858883,"Region_6",2.186087249,"YES","SPL","MAN-MADE",6559.392801,894.9,11090106,"NLA_TX-10023","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",43.5709166129528,3.79810094952524e-05,8.71705542314925e-07
"383","NLA06608-0561",7867,"8/9/2007",0.086,5,1,"PROB_Lake",-116.0893222,44.9484358,"Region_10",2.428401958,"NO","WMT","NATURAL",2018.422831,1520,17050123,"NLA_ID-10012","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",38.0344617952167,6.13978724923253e-06,1.61426952280542e-07
"384","NLA06608-0562",7868,"7/13/2007",0.334,9,1,"PROB_Lake",-71.61087837,41.68686806,"Region_1",1.516245047,"YES","NAP","MAN-MADE",157.2914486,75.34,1090004,"NLA_RI-10008","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",82.0640196356742,2.38452202470193e-05,2.90568514104975e-07
"385","NLA06608-0562",7869,"8/21/2007",0.265,4.5,2,"PROB_Lake",-71.61087837,41.68686806,"Region_1",1.516245047,"YES","NAP","MAN-MADE",157.2914486,75.34,1090004,"NLA_RI-10008","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",130.221348523675,1.89191118726351e-05,1.45284257052487e-07
"386","NLA06608-0564",7870,"8/22/2007",0.217,14,1,"PROB_Lake",-105.9168212,35.97472589,"Region_6",17.02186818,"YES","XER","MAN-MADE",40.7999372,1915.69,13020101,"NLA_NM-10009","2: MESOTROPHIC (>10-25 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",34.2752417340615,1.54922538730635e-05,4.51995466385517e-07
"387","NLA06608-0565",7871,"7/19/2007",0.704,81,1,"PROB_Lake",-121.9668773,37.24525923,"Region_9",85.66624761,"YES","XER","MAN-MADE",19.3007469,92.14,18050003,"NLA_CA-10013","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",19.219251438295,5.02605839937174e-05,2.61511662694477e-06
"388","NLA06608-0569",7872,"8/7/2007",2.188,518,1,"PROB_Lake",-112.4389242,34.60517537,"Region_9",1.29530541,"YES","WMT","MAN-MADE",119.1797911,1567,15060202,"NLA_AZ-10008","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",9.34041959324034,0.000156207610480474,1.67238322562641e-05
"389","NLA06608-0570",7873,"7/27/2007",0.3,12,1,"PROB_Lake",-109.2242066,45.44213549,"Region_8",2.212647044,"NO","NPL","MAN-MADE",296.9416249,1294,10070006,"NLA_MT-10023","2: MESOTROPHIC (>10-25 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",55.2826479581638,2.14178624973228e-05,3.874246854733e-07
"390","NLA06608-0579",7875,"8/19/2007",2.694,229,1,"PROB_Lake",-99.7794296,46.82469712,"Region_8",21.96428238,"NO","NPL","NATURAL",314.2066556,525.31,10130103,"NLA_ND-10025","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","3: EUTROPHIC (>7 to 30 mg/L)","3:MOST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",26.0142277029333,0.000192332405225958,7.39335441444881e-06
"391","NLA06608-0580",7876,"8/7/2007",0.183,10,1,"PROB_Lake",-82.39104876,37.17718851,"Region_3",4.017819306,"NO","SAP","MAN-MADE",476.3427424,425.05,5070202,"NLA_VA-10022","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",40.4668983053759,1.30648961233669e-05,3.22853904561083e-07
"392","NLA06608-0581",7877,"7/3/2007",0.241,8,1,"PROB_Lake",-114.3827885,43.25263859,"Region_10",2.428401958,"NO","XER","MAN-MADE",1560.7504,1462,17040219,"NLA_ID-10013","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",66.6155907895873,1.72056828728493e-05,2.58283123648867e-07
"393","NLA06608-0582",7878,"7/19/2007",2.709,315,1,"PROB_Lake",-72.52468392,41.80079367,"Region_1",53.01916841,"YES","NAP","MAN-MADE",21.1105314,43.88,1080205,"NLA_CT-10011","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","3: EUTROPHIC (>7 to 30 mg/L)","3:MOST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",19.0172308976083,0.000193403298350825,1.01698979936741e-05
"394","NLA06608-0583",7879,"6/26/2007",4.897,590,1,"PROB_Lake",-91.54690118,31.20627441,"Region_4",72.09075834,"NO","CPL","NATURAL",24.40587269,13.71,8060100,NA,"4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",18.3538391221104,0.000349610908831299,1.90483803691039e-05
"395","NLA06608-0585",7880,"6/15/2007",0.505,105,1,"PROB_Lake",-118.7255216,39.48658532,"Region_9",1.036696107,"NO","XER","MAN-MADE",164.1223762,1202.02,16050203,"NLA_NV-10013","4: HYPEREUTROPHIC (>50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED","1:LEAST DISTURBED",10.6353284643325,3.60534018704933e-05,3.38996599789137e-06
"396","NLA06608-0587",7881,"7/9/2007",1.153,29,1,"PROB_Lake",-86.59115603,41.2184867,"Region_5",2.451426407,"NO","UMW","NATURAL",554.0614131,218.23,7120001,"NLA_IN-10016","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",87.9184732355349,8.23159848647105e-05,9.36276323227142e-07
"397","NLA06608-0587",7882,"8/14/2007",1.271,30,2,"PROB_Lake",-86.59115603,41.2184867,"Region_5",2.451426407,"NO","UMW","NATURAL",554.0614131,218.23,7120001,"NLA_IN-10016","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",93.6856607397682,9.07403441136575e-05,9.6856171368325e-07
"398","NLA06608-0588",7883,"7/13/2007",1.729,589,1,"PROB_Lake",-97.37482305,39.3320249,"Region_7",15.24267062,"NO","SPL","MAN-MADE",10.23484527,415.33,10250017,"NLA_KS-10021","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","3: EUTROPHIC (>7 to 30 mg/L)","3:MOST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",6.4912528570231,0.00012343828085957,1.90160949786478e-05
"399","NLA06608-0590",7884,"8/7/2007",0.884,46,1,"PROB_Lake",-89.91696268,45.9076374,"Region_5",159.855637,"NO","UMW","NATURAL",36.86968395,476.12,7070001,"NLA_WI-10023","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","9: NO DATA","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","9:NO DATA",42.4955311261015,6.31113014921111e-05,1.48512796098098e-06
"400","NLA06608-0591",7885,"8/21/2007",0.182,5,1,"PROB_Lake",-84.64323654,34.13761156,"Region_4",3.426364268,"YES","SAP","MAN-MADE",3639.297646,256.03,3150104,"NLA_GA-10010","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",80.4915354270864,1.29935032483758e-05,1.61426952280542e-07
"401","NLA06608-0593",7886,"7/10/2007",0.203,4,1,"PROB_Lake",-122.3277089,48.70867836,"Region_10",32.54937288,"YES","WMT","MAN-MADE",10.31472684,104.79,17110002,"NLA_WA-10015","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","3:MOST DISTURBED",112.223775355072,1.44927536231884e-05,1.29141561824433e-07
"402","NLA06608-0594",7887,"8/9/2007",0.821,41,1,"PROB_Lake",-82.0648507,32.37834158,"Region_4",402.5352728,"YES","CPL","MAN-MADE",6.028735775,53.06,3060203,"NLA_GA-10011","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",44.2800526572219,5.86135503676733e-05,1.32370100870044e-06
"403","NLA06608-0595",7888,"6/12/2007",3.828,258,1,"PROB_Lake",-99.76603988,45.81215092,"Region_8",4.952820439,"NO","NPL","NATURAL",61.07335453,541.69,10130106,"NLA_SD-10019","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",32.8096087416823,0.000273291925465839,8.32963073767595e-06
"404","NLA06608-0596",7889,"7/30/2007",0.096,1,1,"PROB_Lake",-106.3650807,39.07986361,"Region_8",10.0994059,"NO","WMT","MAN-MADE",223.2825986,2802,11020001,"NLA_CO-10019","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",212.285368159349,6.85371599914329e-06,3.22853904561083e-08
"405","NLA06608-0597",7890,"7/9/2007",0.361,22,1,"PROB_Lake",-116.6654946,43.54705816,"Region_10",2.428401958,"YES","XER","MAN-MADE",3571.159207,767,17050114,"NLA_ID-10014","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE",36.2855198416311,2.57728278717784e-05,7.10278590034383e-07
"406","NLA06608-0599",7891,"7/19/2007",1.012,90,1,"PROB_Lake",-96.59781441,30.29008869,"Region_6",2.186087249,"NO","CPL","MAN-MADE",4682.509549,72.58,12070102,"NLA_TX-10024","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","4: HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",24.8649065482941,7.22495894909688e-05,2.90568514104975e-06
"407","NLA06608-0606",7892,"8/8/2007",0.708,15,1,"PROB_Lake",-90.50816425,45.97262852,"Region_5",59.0272092,"NO","UMW","NATURAL",62.10901331,454.76,7050002,"NLA_WI-10024","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",104.373639345013,5.05461554936817e-05,4.84280856841625e-07
"408","NLA06608-0608",7893,"9/18/2007",2.184,327,1,"PROB_Lake",-89.26975098,36.59009304,"Region_7",24.96991521,"YES","CPL","NATURAL",30.83717694,86.5,8010100,"NLA_MO-10016","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",14.7690890691902,0.00015592203898051,1.05573226791474e-05
"409","NLA06608-0609",7894,"7/25/2007",3.334,239,1,"PROB_Lake",-82.27729181,28.06126866,"Region_4",2.082890779,"YES","CPL","NATURAL",339.4373012,34.62,3100205,"NLA_FL-10018","4: HYPEREUTROPHIC (>50 ug/L)","4: HYPEREUTROPHIC (> 1.4 ug/L)","4: HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",30.8472549443545,0.000238023845220247,7.71620831900989e-06
"410","NLA06608-0610",7895,"8/2/2007",0.549,11,1,"PROB_Lake",-71.3703595,42.69132092,"Region_1",20.3121784,"YES","NAP","NATURAL",66.35048043,45.85,1070002,"NLA_MA-10016","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",110.364268105571,3.91946883701007e-05,3.55139295017192e-07
"411","NLA06608-0611",7896,"7/2/2007",0.903,53,1,"PROB_Lake",-89.25185174,42.9654707,"Region_5",7.527925891,"YES","TPL","NATURAL",1293.360422,258.46,7090001,"NLA_WI-10025","3: EUTROPHIC (>25-50 ug/L)","3: EUTROPHIC (>0.75 to 1.4 mg/","3: EUTROPHIC (>7 to 30 mg/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",37.6756461179033,6.44677661169415e-05,1.71112569417374e-06
"412","NLA06608-0614",7897,"6/27/2007",0.259,8,1,"PROB_Lake",-123.2686178,43.37864455,"Region_10",3.999258837,"YES","WMT","MAN-MADE",52.66162247,207.02,17100301,"NLA_OR-10020","1: OLIGOTROPHIC (<= 10 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",71.5910291058221,1.84907546226887e-05,2.58283123648867e-07
"413","NLA06608-0616",7898,"7/25/2007",0.483,14,1,"PROB_Lake",-98.88888117,36.72480919,"Region_6",14.15104596,"NO","SPL","MAN-MADE",10.1555154,474.49,11050001,"NLA_OK-10023","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","1: OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",76.290054182266,3.44827586206897e-05,4.51995466385517e-07
"414","NLA06608-0617",7899,"6/19/2007",0.513,40,1,"PROB_Lake",-111.4965509,35.06360996,"Region_9",1.29530541,"NO","WMT","MAN-MADE",348.5464856,2077,15020015,"NLA_AZ-10011","3: EUTROPHIC (>25-50 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE",28.359998402538,3.66245448704219e-05,1.29141561824433e-06
"415","NLA06608-0618",7900,"7/24/2007",0.257,23,1,"PROB_Lake",-86.43728338,31.44842292,"Region_4",2.450205884,"NO","CPL","MAN-MADE",744.7103782,60.03,3140301,"NLA_AL-10010","2: MESOTROPHIC (>10-25 ug/L)","1: OLIGOTROPHIC (<= 0.35 mg/L)","3: EUTROPHIC (>7 to 30 mg/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",24.7089400439097,1.83479688727065e-05,7.42563980490492e-07
"416","NLA06608-0619",7901,"7/18/2007",0.733,7,1,"PROB_Lake",-85.4673404,42.32382664,"Region_5",30.12411154,"YES","UMW","NATURAL",59.5945523,253.46,4050003,"NLA_MI-10025","1: OLIGOTROPHIC (<= 10 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",231.555319733337,5.23309773684586e-05,2.25997733192758e-07
"417","NLA06608-0622",7903,"7/24/2007",0.508,16,1,"PROB_Lake",-95.33234259,45.88174092,"Region_5",116.1182748,"YES","UMW","NATURAL",168.7394891,413.74,7010108,"NLA_MN-10040","2: MESOTROPHIC (>10-25 ug/L)","2: MESOTROPHIC (>0.35-0.75 mg/","2: MESOTROPHIC (>2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",70.208962906868,3.62675804954666e-05,5.16566247297733e-07
