"","SITE_ID","VISIT_ID","DATE_COL","NH4N_PPM","NO3N_PPM","NTL_PPM","PTL_PPB","CHLA_PPB","DOC_PPM","DIN_PPM","VISIT_NO","SITE_TYPE","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","ECO_REG","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","TSTATE_TP","TSTATE_TN","TSTATE_CHL","PTL_COND","NTL_COND","CHLA_COND","tn.tp","TN_mol","NH4N_mol","NO3N_mol","TP_mol","DOC_mol","DIN_mol","ECO_REG_NAME"
"93","NLA06608-0077",7564,2007-09-08,0.015,0.005,1.461,116,67.968,7.25,0.02,1,"PROB_Lake",-74.53388264,40.92704692,"Region_2",47.79674006,"YES","NAP","MAN-MADE",65.32834218,238.18,2030103,"NLA_NJ-10002","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",27.8510167816818,0.000104304990361962,1.07089312486614e-06,3.56964374955379e-07,3.74510529290857e-06,0.000603663613655287,1.42785749982152e-06,"Northern Appalachians"
"94","NLA06608-0077",7565,2007-09-13,0.3005,0.0025,1.75,169.5,86.904,7.15,0.303,2,"PROB_Lake",-74.53388264,40.92704692,"Region_2",47.79674006,"YES","NAP","MAN-MADE",65.32834218,238.18,2030103,"NLA_NJ-10002","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",22.8305920771178,0.000124937531234383,2.14535589348183e-05,1.7848218747769e-07,5.47237368231036e-06,0.00059533721898418,2.1632041122296e-05,"Northern Appalachians"
"95","NLA06608-0078",7566,2007-08-08,0.057,0.0025,4.644,123.5,13.088,49.85,0.0595,1,"PROB_Lake",-100.2942095,48.17781123,"Region_8",324.9301387,"NO","TPL","NATURAL",15.07116765,456.67,9020202,"NLA_ND-10005","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED","1:LEAST DISTURBED",83.1522646535101,0.000331548511458556,4.06939387449133e-06,1.7848218747769e-07,3.98724572132938e-06,0.00415070774354704,4.24787606196902e-06,"Temperate Plains"
"96","NLA06608-0078",7567,2007-08-21,0.06,0.005,4.294,108,13.248,49.57,0.065,2,"PROB_Lake",-100.2942095,48.17781123,"Region_8",324.9301387,"NO","TPL","NATURAL",15.07116765,456.67,9020202,"NLA_ND-10005","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)","1:LEAST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",87.9198853082797,0.00030656100521168,4.28357249946455e-06,3.56964374955379e-07,3.4868221692597e-06,0.00412739383846794,4.64053687441993e-06,"Temperate Plains"
"97","NLA06608-0079",7568,2007-07-12,0.024,0.025,0.097,4,2.352,1.8,0.049,1,"PROB_Lake",-107.2317809,39.98585506,"Region_8",10.0994059,"NO","WMT","NATURAL",130.9081557,2934,14050005,"NLA_CO-10004","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE",53.6241685194189,6.92510887413436e-06,1.71342899978582e-06,1.7848218747769e-06,1.29141561824433e-07,0.000149875104079933,3.49825087456272e-06,"Western Mountains"
"98","NLA06608-0079",7569,2007-08-16,0.0025,0.0025,0.117,6.5,1.262,1.69,0.005,2,"PROB_Lake",-107.2317809,39.98585506,"Region_8",10.0994059,"NO","WMT","NATURAL",130.9081557,2934,14050005,"NLA_CO-10004","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",39.8035065298779,8.35296637395588e-06,1.7848218747769e-07,1.7848218747769e-07,2.09855037964704e-07,0.000140716069941715,3.56964374955379e-07,"Western Mountains"
"99","NLA06608-0080",7570,2007-09-09,0.012,0.005,0.956,100,58.464,5.41,0.017,1,"PROB_Lake",-91.56105203,34.1200351,"Region_6",31.37309035,"NO","CPL","NATURAL",79.79770424,51.5,8020402,"NLA_AR-10001","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",21.1400845792018,6.82515884914685e-05,8.56714499892911e-07,3.56964374955379e-07,3.22853904561083e-06,0.000450457951706911,1.21367887484829e-06,"Coastal Plains"
"100","NLA06608-0080",7571,2007-09-10,0.012,0.0025,1.055,114.5,68.472,5.325,0.0145,2,"PROB_Lake",-91.56105203,34.1200351,"Region_6",31.37309035,"NO","CPL","NATURAL",79.79770424,51.5,8020402,"NLA_AR-10001","HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE",20.3749147933145,7.53194831155851e-05,8.56714499892911e-07,1.7848218747769e-07,3.6966772072244e-06,0.00044338051623647,1.0351966873706e-06,"Coastal Plains"
"101","NLA06608-0081",7572,2007-07-03,0.069,0.023,0.741,22,6.664,9.05,0.092,1,"PROB_Lake",-122.1241675,48.22612028,"Region_10",32.54937288,"YES","WMT","NATURAL",10.0070393,42.78,17110008,"NLA_WA-10006","MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",74.4808038854534,5.29021203683872e-05,4.92610837438424e-06,1.64203612479475e-06,7.10278590034383e-07,0.000753538717735221,6.56814449917898e-06,"Western Mountains"
"102","NLA06608-0081",7573,2007-09-19,0.0295,0.0605,0.865,27,57.4355,6.995,0.09,2,"PROB_Lake",-122.1241675,48.22612028,"Region_10",32.54937288,"YES","WMT","NATURAL",10.0070393,42.78,17110008,"NLA_WA-10006","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",70.8436896056469,6.17548368672806e-05,2.10608981223674e-06,4.31926893696009e-06,8.71705542314925e-07,0.000582431307243963,6.42535874919683e-06,"Western Mountains"
"103","NLA06608-0083",7574,2007-06-13,0.065,0.005,3.925,50,3.744,38.85,0.07,1,"PROB_Lake",-99.13645049,45.95096444,"Region_8",54.02043965,"NO","NPL","NATURAL",48.33310631,590.81,10130106,"NLA_ND-10006","EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",173.587514588634,0.000280217034339973,4.64053687441993e-06,3.56964374955379e-07,1.61426952280542e-06,0.00323480432972523,4.99750124937531e-06,"Northern Plains"
"104","NLA06608-0083",7575,2007-08-09,0.0735,0.0025,3.875,59,6.16,43.645,0.076,2,"PROB_Lake",-99.13645049,45.95096444,"Region_8",54.02043965,"NO","NPL","NATURAL",48.33310631,590.81,10130106,"NLA_ND-10006","EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","3:MOST DISTURBED","1:LEAST DISTURBED",145.234075144329,0.000276647390590419,5.24737631184408e-06,1.7848218747769e-07,1.90483803691039e-06,0.00363405495420483,5.42585849932177e-06,"Northern Plains"
"105","NLA06608-0085",7576,2007-07-10,0.087,0.816,1.581,417,4.04,10.64,0.903,1,"PROB_Lake",-116.1414317,43.46045448,"Region_10",9.206236461,"YES","XER","MAN-MADE",33.42344767,973.07,17050114,"NLA_ID-10005","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",8.3838720788352,0.000112872135360891,6.2111801242236e-06,5.82565859927179e-05,1.34630078201972e-05,0.000885928393005829,6.44677661169415e-05,"Xeric"
"106","NLA06608-0085",7577,2007-08-20,0.0135,0.0025,1.267,410,39.46,12.165,0.016,2,"PROB_Lake",-116.1414317,43.46045448,"Region_10",9.206236461,"YES","XER","MAN-MADE",33.42344767,973.07,17050114,"NLA_ID-10005","HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",6.83347463053595,9.04547726136931e-05,9.63803812379525e-07,1.7848218747769e-07,1.32370100870044e-05,0.00101290591174022,1.14228599985721e-06,"Xeric"
"107","NLA06608-0086",7578,2007-08-02,0.01,0.173,0.288,20,18.24,2.56,0.183,1,"PROB_Lake",-122.4260347,45.61657075,"Region_10",8.741017273,"YES","WMT","NATURAL",101.3087296,55.6,17080001,"NLA_WA-10007","MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7-30 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",31.8428052239023,2.05611479974299e-05,7.13928749910759e-07,1.23509673734561e-05,6.45707809122167e-07,0.00021315570358035,1.30648961233669e-05,"Western Mountains"
"108","NLA06608-0086",7579,2007-09-20,0.007,0.099,0.827,31.5,50.904,2.81,0.106,2,"PROB_Lake",-122.4260347,45.61657075,"Region_10",8.741017273,"YES","WMT","NATURAL",101.3087296,55.6,17080001,"NLA_WA-10007","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",58.0555553795574,5.90419076176198e-05,4.99750124937531e-07,7.06789462411651e-06,1.01698979936741e-06,0.000233971690258118,7.56764474905405e-06,"Western Mountains"
"109","NLA06608-0089",7580,2007-06-17,0.013,0.005,0.333,35,11.36,1.9,0.018,1,"PROB_Lake",-81.54174586,35.7733743,"Region_4",5.939198937,"YES","SAP","MAN-MADE",879.2648891,301.83,3050101,"NLA_NC-10003","EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7-30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",21.0389963086498,2.37738273720283e-05,9.28107374883987e-07,3.56964374955379e-07,1.12998866596379e-06,0.000158201498751041,1.28507174983937e-06,"Southern Appalachians"
"110","NLA06608-0089",7581,2007-07-17,0.0135,0.0025,0.4395,31.5,32,2.305,0.016,2,"PROB_Lake",-81.54174586,35.7733743,"Region_4",5.939198937,"YES","SAP","MAN-MADE",879.2648891,301.83,3050101,"NLA_NC-10003","EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",30.8529825747466,3.13771685585779e-05,9.63803812379525e-07,1.7848218747769e-07,1.01698979936741e-06,0.000191923397169026,1.14228599985721e-06,"Southern Appalachians"
"111","NLA06608-0090",7582,2007-06-26,0.022,0.005,0.253,11,4.357,5.46,0.027,1,"PROB_Lake",-109.6534609,42.93075473,"Region_8",299.2804077,"NO","WMT","NATURAL",8.528510903,2812,14040102,"NLA_WY-10003","MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","3:MOST DISTURBED",50.8600361215107,1.80623973727422e-05,1.57064324980367e-06,3.56964374955379e-07,3.55139295017192e-07,0.000454621149042465,1.92760762475905e-06,"Western Mountains"
"112","NLA06608-0090",7583,2007-07-25,0.0205,0.0025,0.3995,15.5,1.2235,5.78,0.023,2,"PROB_Lake",-109.6534609,42.93075473,"Region_8",299.2804077,"NO","WMT","NATURAL",8.528510903,2812,14040102,"NLA_WY-10003","MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",56.9946267336424,2.85214535589348e-05,1.46355393731706e-06,1.7848218747769e-07,5.00423552069679e-07,0.000481265611990008,1.64203612479475e-06,"Western Mountains"
"113","NLA06608-0091",7584,2007-07-10,0.023,0.005,2.021,170,118.8,7.27,0.028,1,"PROB_Lake",-87.43213825,41.36944118,"Region_5",7.382779885,"YES","TPL","NATURAL",305.5679078,211.77,7120001,"NLA_IN-10003","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",26.2885250643409,0.000144285000356964,1.64203612479475e-06,3.56964374955379e-07,5.48851637753842e-06,0.000605328892589509,1.99900049975012e-06,"Temperate Plains"
"114","NLA06608-0091",7585,2007-08-13,0.005,0.005,2.411,164,131.4,7.67,0.01,2,"PROB_Lake",-87.43213825,41.36944118,"Region_5",7.382779885,"YES","TPL","NATURAL",305.5679078,211.77,7120001,"NLA_IN-10003","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",32.5088937139348,0.000172128221603484,3.56964374955379e-07,3.56964374955379e-07,5.29480403480177e-06,0.000638634471273938,7.13928749910759e-07,"Temperate Plains"
"115","NLA06608-0099",7586,2007-07-03,0.028,0.174,0.601,6,4.6,5.69,0.202,1,"PROB_Lake",-88.45255303,43.09951588,"Region_5",7.527925891,"YES","TPL","NATURAL",314.7521338,262.37,7090001,"NLA_WI-10007","OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",221.499142819043,4.29071178696366e-05,1.99900049975012e-06,1.24223602484472e-05,1.9371234273665e-07,0.000473771856786012,1.44213607481973e-05,"Temperate Plains"
"116","NLA06608-0099",7587,2007-09-05,0.021,0.005,0.623,11,2.66,5.92,0.026,2,"PROB_Lake",-88.45255303,43.09951588,"Region_5",7.527925891,"YES","TPL","NATURAL",314.7521338,262.37,7090001,"NLA_WI-10007","MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",125.240326101586,4.44777611194403e-05,1.49925037481259e-06,3.56964374955379e-07,3.55139295017192e-07,0.000492922564529559,1.85621474976797e-06,"Temperate Plains"
"117","NLA06608-0101",7588,2007-08-21,0.005,0.005,0.063,1,0.695,1.18,0.01,1,"PROB_Lake",-73.48227989,42.02167966,"Region_1",19.57749882,"NO","NAP","NATURAL",61.41489821,532.8,1100005,"NLA_CT-10003","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",139.312272854573,4.49775112443778e-06,3.56964374955379e-07,3.56964374955379e-07,3.22853904561083e-08,9.82514571190674e-05,7.13928749910759e-07,"Northern Appalachians"
"118","NLA06608-0102",7589,2007-08-03,0.011,0.005,0.137,1,1.2,3.67,0.016,1,"PROB_Lake",-70.72328312,44.50713663,"Region_1",61.84915074,"NO","NAP","NATURAL",51.55246837,330.37,1040002,"NLA_ME-10023","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",302.948910810738,9.7808238737774e-06,7.85321624901835e-07,3.56964374955379e-07,3.22853904561083e-08,0.000305578684429642,1.14228599985721e-06,"Northern Appalachians"
"119","NLA06608-0104",7590,2007-06-22,0.046,0.068,1.076,102,38.2,6.57,0.114,1,"PROB_Lake",-98.26265148,37.65529355,"Region_7",3.717455758,"NO","SPL","MAN-MADE",56.79375053,479.33,11030015,"NLA_KS-10012","HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",23.3271094913664,7.68187334903977e-05,3.28407224958949e-06,4.85471549939316e-06,3.29310982652305e-06,0.000547044129891757,8.13878774898265e-06,"Southern Plains"
"120","NLA06608-0104",7591,2007-07-24,0.012,0.0025,1.112,90.5,35.2015,6.145,0.0145,2,"PROB_Lake",-98.26265148,37.65529355,"Region_7",3.717455758,"NO","SPL","MAN-MADE",56.79375053,479.33,11030015,"NLA_KS-10012","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",27.1709633279461,7.93888769900764e-05,8.56714499892911e-07,1.7848218747769e-07,2.9218278362778e-06,0.00051165695253955,1.0351966873706e-06,"Southern Plains"
"121","NLA06608-0105",7592,2007-07-05,0.045,0.178,0.339,45,5.976,3.17,0.223,1,"PROB_Lake",-112.2015025,38.2350209,"Region_8",2.500256737,"NO","WMT","MAN-MADE",906.5113613,1820,16030001,"NLA_UT-10003","EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",16.6585045847267,2.42021846219747e-05,3.21267937459841e-06,1.27079317484115e-05,1.45284257052487e-06,0.000263946711074105,1.59206111230099e-05,"Western Mountains"
"122","NLA06608-0105",7593,2007-09-12,0.023,0.0025,0.4445,138.5,20.62,3.26,0.0255,2,"PROB_Lake",-112.2015025,38.2350209,"Region_8",2.500256737,"NO","WMT","MAN-MADE",906.5113613,1820,16030001,"NLA_UT-10003","HYPEREUTROPHIC (> 100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",7.09693487867258,3.17341329335332e-05,1.64203612479475e-06,1.7848218747769e-07,4.471526578171e-06,0.000271440466278102,1.82051831227244e-06,"Western Mountains"
"123","NLA06608-0107",7594,2007-06-25,0.037,0.005,0.52,3,2.315,7.05,0.042,1,"PROB_Lake",-85.08175821,41.65016117,"Region_5",16.39880261,"NO","UMW","NATURAL",12.42080368,300.77,4050001,"NLA_IN-10004","OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",383.293025843269,3.71242949953595e-05,2.64153637466981e-06,3.56964374955379e-07,9.6856171368325e-08,0.000587010824313072,2.99850074962519e-06,"Upper Midwest"
"124","NLA06608-0110",7595,2007-07-31,0.012,0.005,0.491,12,1.771,5.81,0.017,1,"PROB_Lake",-95.72856324,46.86973364,"Region_5",116.1182748,"NO","UMW","NATURAL",139.0508291,437.86,9020103,"NLA_MN-10018","MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",90.4792671581947,3.50539016206183e-05,8.56714499892911e-07,3.56964374955379e-07,3.874246854733e-07,0.000483763530391341,1.21367887484829e-06,"Upper Midwest"
"125","NLA06608-0111",7596,2007-08-01,0.011,0.072,0.343,6,3.256,3.79,0.083,1,"PROB_Lake",-81.13692241,41.13540548,"Region_5",20.27708552,"YES","NAP","MAN-MADE",1064.647066,286.66,5030103,"NLA_OH-10004","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",126.412988331001,2.4487756121939e-05,7.85321624901835e-07,5.14028699935746e-06,1.9371234273665e-07,0.000315570358034971,5.9256086242593e-06,"Northern Appalachians"
"126","NLA06608-0112",7597,2007-07-09,0.023,0.005,1.266,96,84.764,6.87,0.028,1,"PROB_Lake",-89.14408234,39.01266111,"Region_5",4.706553114,"YES","TPL","MAN-MADE",276.3794065,160.22,7140202,"NLA_IL-10005","EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","2:INTERMEDIATE DISTURBANCE","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED",29.1615967979314,9.03833797387021e-05,1.64203612479475e-06,3.56964374955379e-07,3.0993974837864e-06,0.000572023313905079,1.99900049975012e-06,"Temperate Plains"
"127","NLA06608-0113",7598,2007-07-16,0.021,0.046,0.19,9,4.688,3.76,0.067,1,"PROB_Lake",-72.23412171,44.71864202,"Region_1",31.82722929,"NO","NAP","NATURAL",83.35226447,396.91,1110000,"NLA_VT-10005","OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",46.6831249424494,1.35646462483044e-05,1.49925037481259e-06,3.28407224958949e-06,2.90568514104975e-07,0.000313072439633639,4.78332262440209e-06,"Northern Appalachians"
"128","NLA06608-0115",7599,2007-07-18,0.032,0.403,0.54,5,1.352,2.65,0.435,1,"PROB_Lake",-89.19099056,44.32355428,"Region_5",724.8867084,"YES","UMW","NATURAL",6.737155775,271.25,4030202,"NLA_WI-10008","OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",238.821039179268,3.8552152495181e-05,2.28457199971443e-06,2.87713286214036e-05,1.61426952280542e-07,0.000220649458784346,3.1055900621118e-05,"Upper Midwest"
"129","NLA06608-0116",7600,2007-06-28,0.023,0.005,0.271,26,2.816,3.87,0.028,1,"PROB_Lake",-106.3013899,35.66653924,"Region_6",7.461529622,"NO","WMT","MAN-MADE",406.2048459,1625.22,13020201,"NLA_NM-10002","EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)","3:MOST DISTURBED","1:LEAST DISTURBED","3:MOST DISTURBED",23.0486116871729,1.93474691225816e-05,1.64203612479475e-06,3.56964374955379e-07,8.39420151858817e-07,0.000322231473771857,1.99900049975012e-06,"Western Mountains"
"130","NLA06608-0120",7601,2007-06-18,0.039,0.654,1.174,315,2.54,5,0.693,1,"PROB_Lake",-96.36834536,36.16292985,"Region_6",2.151495273,"YES","SPL","MAN-MADE",10251.57227,220.49,11060006,"NLA_OK-10003","HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","MESOTROPHIC (2-7 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",8.24150205750911,8.38152352395231e-05,2.78432212465196e-06,4.66909402441636e-05,1.01698979936741e-05,0.000416319733555371,4.94752623688156e-05,"Southern Plains"
"131","NLA06608-0120",7602,2007-09-26,0.037,0.559,1.256,180,1.784,4.29,0.596,2,"PROB_Lake",-96.36834536,36.16292985,"Region_6",2.151495273,"YES","SPL","MAN-MADE",10251.57227,220.49,11060006,"NLA_OK-10003","HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","OLIGOTROPHIC (<= 2 ug/L)","3:MOST DISTURBED","2:INTERMEDIATE DISTURBANCE","1:LEAST DISTURBED",15.4300012967675,8.96694509887913e-05,2.64153637466981e-06,3.99086171200114e-05,5.8113702820995e-06,0.000357202331390508,4.25501534946812e-05,"Southern Plains"
"132","NLA06608-0124",7604,2007-07-19,0.044,0.005,0.34,213,31.586,290.57,0.049,1,"PROB_Lake",-101.8094915,42.14001905,"Region_7",10.23338031,"NO","SPL","NATURAL",30.53256534,1140.27,10210001,"NLA_NE-10014","HYPEREUTROPHIC (> 100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","1:LEAST DISTURBED","1:LEAST DISTURBED","1:LEAST DISTURBED",3.52978409498135,2.42735774969658e-05,3.14128649960734e-06,3.56964374955379e-07,6.87678816715107e-06,0.0241940049958368,3.49825087456272e-06,"Southern Plains"
"133","NLA06608-0126",7605,2007-06-21,0.054,0.005,5.728,502,228.24,31.03,0.059,1,"PROB_Lake",-99.32424356,47.19305824,"Region_8",81.78952116,"NO","NPL","NATURAL",11.53500919,569.53,10160002,"NLA_ND-10007","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",25.2317934266424,0.000408938387948883,3.8552152495181e-06,3.56964374955379e-07,1.62072660089664e-05,0.00258368026644463,4.21217962447348e-06,"Northern Plains"
"134","NLA06608-0126",7606,2007-08-28,0.0335,0.0025,7.0285,607,363.06,36.53,0.036,2,"PROB_Lake",-99.32424356,47.19305824,"Region_8",81.78952116,"NO","NPL","NATURAL",11.53500919,569.53,10160002,"NLA_ND-10007","HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)","3:MOST DISTURBED","3:MOST DISTURBED","3:MOST DISTURBED",25.604882449684,0.000501784821874777,2.39166131220104e-06,1.7848218747769e-07,1.95972320068578e-05,0.00304163197335554,2.57014349967873e-06,"Northern Plains"
"135","NLA06608-0127",7607,2007-07-11,0.034,0.005,0.641,19,5.92,11,0.039,1,"PROB_Lake",-109.3063643,34.15364617,"Region_9",3.185761615,"YES","WMT","MAN-MADE",35.85993055,2106.3,15020001,"NLA_AZ-10002","MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)","2:INTERMEDIATE DISTURBANCE","3:MOST DISTURBED","3:MOST DISTURBED",74.6024786130168,4.57628328692796e-05,2.42735774969658e-06,3.56964374955379e-07,6.13422418666058e-07,0.000915903413821815,2.78432212465196e-06,"Western Mountains"
