"","X","VISIT_ID","SITE_ID","VISIT_NO","DATE_COL","DOC_PPM","NO3N_PPM","CHLA_PPB","NTL_PPM","NH4N_PPM","PTL_PPB","DIN_PPM","SITE_TYPE","ECO_REG","ECO_REG_NAME","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","tn.tp","TN_mol","NH4N_mol","NO3N_mol","TP_mol","DOC_mol","DIN_mol","TSTATE_TP","TSTATE_TN","TSTATE_CHL","PCT_DEVELOPED_BSN","PCT_AGRIC_BSN","PTL_COND","NTL_COND","CHLA_COND","REFERENCE"
"127",127,2010303,"NLA17_NV-10090",1,"2017-06-20",5.58,0.0413,2.11,0.716,0.081,112.57375,0.1223,"PROB","XER","Xeric",-115.7954,41.65361,"Region_09",5.397955312,"Non-Urban","MAN_MADE",897.8274,1892,17050104,"NLA_NV-10228",14.0645135968359,0.0000511172984936103,0.00000578282287427715,0.00000294852573713143,0.00000363448747385833,0.000464612822647794,0.00000873134861140858,"HYPEREUTROPHIC (> 100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",0.424973141,0.112894149,"Poor","Fair","Good",NA
"128",128,2010304,"NLA17_MI-10122",1,"2017-06-21",8.21,0,34.88,1.134,0.02,59.0625,0.02,"PROB","UMW","Upper Midwest",-85.77959,42.83113,"Region_05",199.2113708,"Urban","NATURAL",1.196756,214,10090209,"NLA_MI-10214",42.4570736318698,0.00008095952023988,0.00000142785749982152,0,0.0000019068558738139,0.000683597002497919,0.00000142785749982152,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",0,65.591397845,"Poor","Poor","Poor",NA
"129",129,2010305,"NLA17_VA-10035",1,"2017-06-21",10.76,0.0689,87.13,1.38,0.028,89.275,0.0969,"PROB","SAP","Southern Appalachians",-78.18866,37.46131,"Region_03",197.6851225,"Non-Urban","MAN_MADE",1.780286,92,2080207,"NLA_VA-10068",34.1820461191895,0.0000985221674876847,0.00000199900049975012,0.00000491896908688513,0.00000288227823296907,0.000895920066611157,0.00000691796958663525,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",0,41.25,"Poor","Poor","Poor",NA
"130",130,2010306,"NLA17_PA-10005",1,"2017-06-21",5.12,0.0982,21.07,0.878,0.032,48.26,0.1302,"PROB","SAP","Southern Appalachians",-75.86381,40.11238,"Region_03",29.03036044,"Urban","MAN_MADE",63.19608,187,2040205,"NLA_PA-10020",40.2305552484607,0.0000626829442421646,0.00000228457199971443,0.00000701078032412365,0.00000155809294341179,0.000426311407160699,0.00000929535232383808,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)",9.728400843,51.52189183,"Poor","Poor","Poor",NA
"131",131,2010307,"NLA17_KS-10001",2,"2017-06-21",7.63,1.0946,7.46,2.408,0.034,505.62,1.1286,"PROB","SPL","Southern Plains",-97.37486,39.3321,"Region_07",16.78702206,"Non-Urban","MAN_MADE",10.23476,415,10250017,"NLA_KS-10021",10.5312777408535,0.000171914042978511,0.00000242735774969658,0.0000781466409652317,0.0000163241391224175,0.000635303913405495,0.0000805739987149283,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)",1.968503937,41.27296588,"Poor","Poor","Good",NA
"132",132,2010308,"NLA17_OH-HP001",1,"2017-06-21",5.63,0,5.02,0.504,0.011,13.75125,0.011,"HAND","NAP","Northern Appalachians",-81.3108,41.1781,"Region_05",0,"Urban","NATURAL",46.2056,321.09,4110002,"NLA_OH-10087",81.0470453839892,0.0000359820089955022,0.000000785321624901835,0,0.00000044396447550956,0.000468776019983347,0.000000785321624901835,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",1.455938697,1.379310345,"Good","Fair","Fair",NA
"133",133,2010309,"NLA17_KY-10027",1,"2017-06-21",6.96,0,28.08,1.038,0.014,35.195,0.014,"PROB","SAP","Southern Appalachians",-84.5809,38.49867,"Region_04",4.623791975,"Non-Urban","MAN_MADE",40.09612,256,5100205,"NLA_KY-10060",65.2176599864458,0.0000741058042407368,0.000000999500249875062,0,0.00000113628431710273,0.000579517069109076,0.000000999500249875062,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","EUTROPHIC (7-30 ug/L)",17.934480847,24.12548584,"Poor","Poor","Poor",NA
"134",134,2010310,"NLA17_FL-10003",1,"2017-06-21",9.22,0.0024,2.33,0.416,0.018,13.04625,0.0204,"PROB","CPL","Coastal Plains",-81.13767,28.63769,"Region_04",56.4601393,"Urban","NATURAL",24.4705,11,3080101,"NLA_FL-10006",70.5109331818603,0.0000296994359962876,0.00000128507174983937,0.000000171342899978582,0.000000421203275238003,0.000767693588676103,0.00000145641464981795,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",33.059905547,0.372856078,"Good","Good","Good",NA
"135",135,2010311,"NLA17_MI-10017",1,"2017-06-21",5.28,4.1976,4.26,4.45,0.025,13.61875,4.2226,"PROB","UMW","Upper Midwest",-85.11544,42.78404,"Region_05",247.1927677,"Urban","NATURAL",36.97648,248,4020201,"NLA_MI-10135",722.556133019047,0.000317698293710288,0.0000017848218747769,0.00029967873206254,0.000000439686661274125,0.000439633638634471,0.000301463553937317,"MESOTROPHIC (10-25 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)",6.768722509,79.918560211,"Good","Poor","Good",NA
"136",136,2010312,"NLA17_IA-10005",1,"2017-06-21",6.38,0,10.93,0.729,0.014,35.17125,0.014,"PROB","TPL","Temperate Plains",-94.905,43.17179,"Region_07",36.3184316,"Non-Urban","NATURAL",427.7011,410,10230003,"NLA_IA-10087",45.8340836467301,0.0000520454058684943,0.000000999500249875062,0,0.0000011355175390794,0.000531223980016653,0.000000999500249875062,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",6.41803367,66.33403927,"Good","Good","Good",NA
"137",137,2010313,"NLA17_MO-10008",1,"2017-06-21",7.55,0,207.12,1.366,0.016,103.61375,0.016,"PROB","TPL","Temperate Plains",-92.60392,38.62966,"Region_07",971.3654049,"Urban","MAN_MADE",2.482681,250,10300102,"NLA_MO-10057",29.1529250165549,0.0000975226672378097,0.00000114228599985721,0,0.00000334521037537159,0.000628642797668609,0.00000114228599985721,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",0.401606426,83.93574297,"Poor","Poor","Poor",NA
"138",138,2010314,"NLA17_ND-10001",1,"2017-06-21",16.76,0.0571,9.76,1.69,0.043,508.1025,0.1001,"PROB","TPL","Temperate Plains",-97.23814,46.09872,"Region_08",47.06030531,"Non-Urban","NATURAL",256.2103,330,9030001,"NLA_ND-10043",7.35502581068165,0.000120653958734918,0.00000306989362461626,0.00000407653316199043,0.0000164042876042248,0.0013955037468776,0.0000071464267866067,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)",5.228246692,73.094838831,"Poor","Poor","Good",NA
"139",139,2010315,"NLA17_MO-HP007",1,"2017-06-21",2.7,0,1.25,0.18,0.007,4.6175,0.007,"HAND","SAP","Southern Appalachians",-91.261113,37.386994,"Region_07",0,"Non-Urban","MAN_MADE",8.896605,307.26,11010008,"NLA_MO-10003",86.2014218297302,0.0000128507174983937,0.000000499750124937531,0,0.00000014907779043108,0.0002248126561199,0.000000499750124937531,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",4.314030315,0,"Good","Good","Good","Y"
"140",140,2010316,"NLA17_MO-HP006",1,"2017-06-21",1.97,0,2.24,0.179,0.017,6.4275,0.017,"HAND","SAP","Southern Appalachians",-91.05109728,36.63579622,"Region_07",0,"Non-Urban","MAN_MADE",17.68375,173.23,11010009,"NLA_MO-10002",61.582848600615,0.0000127793246234026,0.00000121367887484829,0,0.000000207514347156636,0.000164029975020816,0.00000121367887484829,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)",3.293300414,7.850357785,"Good","Good","Good","Y"
"141",141,2010317,"NLA17_ND-10005",1,"2017-06-20",34.55,0,3.43,5.138,1.282,268.28125,1.282,"PROB","NPL","Northern Plains",-101.5133,47.86474,"Region_08",15.06060408,"Non-Urban","NATURAL",52.49487,621,10110101,"NLA_ND-10047",42.3499212425834,0.000366816591704148,0.0000915256657385593,0,0.00000866156490830281,0.00287676935886761,0.0000915256657385593,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)",3.953005323,60.878878355,"Poor","Poor","Good",NA
"142",142,2010318,"NLA17_ND-10084",1,"2017-06-21",30.75,0.2835,14.64,2.904,0.058,90.04625,0.3415,"PROB","NPL","Northern Plains",-102.1524,48.38932,"Region_08",60.62663326,"Non-Urban","NATURAL",4.707638,669,10110101,"NLA_ND-10181",71.3148230694816,0.000207324908974084,0.0000041407867494824,0.00002023988005997,0.00000290717834035834,0.00256036636136553,0.0000243806668094524,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)",0,19.5785777,"Poor","Poor","Fair",NA
"143",143,2010319,"NLA17_GA-10020",1,"2017-06-21",9.48,0.0011,8.96,0.499,0.022,22.295,0.0231,"PROB","CPL","Coastal Plains",-83.49964,31.75569,"Region_04",1532.000199,"Non-Urban","MAN_MADE",1.914558,102,12020003,"NLA_GA-10057",49.4927855234334,0.0000356250446205469,0.00000157064324980367,0.0000000785321624901835,0.000000719802780218935,0.000789342214820983,0.00000164917541229385,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",0,66.513761473,"Good","Good","Good",NA
"144",144,2010320,"NLA17_SD-10023",1,"2017-06-21",15.96,0.0026,6.4,1.551,0.026,241.0625,0.0286,"PROB","TPL","Temperate Plains",-97.7708,45.03031,"Region_08",12.46295597,"Non-Urban","NATURAL",13.88984,533,10170201,"NLA_SD-10187",14.2275778245247,0.000110730349111159,0.00000185621474976797,0.000000185621474976797,0.00000778279693682561,0.00132889258950874,0.00000204183622474477,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)",3.111062765,51.18568476,"Poor","Poor","Good",NA
"145",145,2010321,"NLA17_SD-10073",1,"2017-06-21",21.79,0,0.88,2.055,0.047,218.34875,0.047,"PROB","NPL","Northern Plains",-99.66352,43.86445,"Region_08",41.05143967,"Non-Urban","MAN_MADE",6.428868,536,10140204,"NLA_SD-10214",20.8118144123154,0.000146712358106661,0.00000335546512458057,0,0.00000704947464935318,0.0018143213988343,0.00000335546512458057,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",17.807456877,36.227045074,"Poor","Poor","Good",NA
"146",146,2010322,"NLA17_MT-10055",1,"2017-06-21",22.29,0,12.76,2.239,0.031,108.71,0.031,"PROB","NPL","Northern Plains",-104.3491,48.47916,"Region_08",12.4554866,"Non-Urban","NATURAL",27.18635,590,10060006,"NLA_MT-10198",45.5442365112055,0.000159848647105019,0.00000221317912472335,0,0.00000350974479648354,0.00185595337218984,0.00000221317912472335,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)",3.413697011,9.662641446,"Poor","Poor","Fair",NA
"147",147,2010323,"NLA17_ND-10037",1,"2017-06-21",30.33,0.0019,78.6,3.564,0.213,315.16375,0.2149,"PROB","NPL","Northern Plains",-102.3111,48.23974,"Region_08",151.0216928,"Non-Urban","NATURAL",1.198415,684,10110101,"NLA_ND-10157",25.0063476301314,0.000254444206468194,0.0000152066823730992,0.000000135646462483044,0.0000101751847263613,0.00252539550374688,0.0000153423288355822,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",3.547274897,71.9069089,"Poor","Poor","Poor",NA
"148",148,2010324,"NLA17_ND-10020",1,"2017-06-22",33.5,0,1.78,3.18,0.065,51.51375,0.065,"PROB","TPL","Temperate Plains",-100.2783,47.8483,"Region_08",169.5088871,"Non-Urban","NATURAL",19.19744,489,9030001,"NLA_ND-10139",136.506327345193,0.000227029342471621,0.00000464053687441993,0,0.00000166314153260835,0.00278934221482098,0.00000464053687441993,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",2.851851852,71.88888889,"Fair","Poor","Good",NA
"149",149,2010325,"NLA17_NM-10025",1,"2017-06-22",7.21,0,2.39,0.423,0.018,24.8375,0.018,"PROB","WMT","Western Mountains",-105.1939,36.77464,"Region_06",35.5450092,"Non-Urban","MAN_MADE",2.239607,2843,11080002,"NLA_NM-10095",37.6600867016459,0.0000301991861212251,0.00000128507174983937,0,0.000000801888385453591,0.000600333055786844,0.00000128507174983937,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",0,0,"Fair","Fair","Fair",NA
"150",150,2010326,"NLA17_OK-HP001",1,"2017-06-21",15.72,0,41.33,2.03,0.024,130.86,0.024,"HAND","SPL","Southern Plains",-102.875142,36.8486239,"Region_06",0,"Non-Urban","MAN_MADE",63.57875,1314.36,11040002,"NLA_OK-10078",34.3034618233448,0.000144927536231884,0.00000171342899978582,0,0.00000422486619508634,0.00130890924229809,0.00000171342899978582,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",0.456852792,0.193059832,"Poor","Poor","Poor",NA
"151",151,2010327,"NLA17_OK-10086",1,"2017-06-21",4.35,0.0005,6.53,0.533,0.02,30.65,0.0205,"PROB","TPL","Temperate Plains",-96.74831,36.96167,"Region_06",202.0908498,"Non-Urban","MAN_MADE",1.587529,367,11060001,"NLA_OK-10184",38.4543574051567,0.0000380524023702435,0.00000142785749982152,0.0000000356964374955379,0.00000098954721747972,0.000362198168193172,0.00000146355393731706,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",0,0,"Good","Good","Good",NA
"152",152,2010328,"NLA17_WV-10001",1,"2017-06-21",2.02,0.0001,2.83,0.164,0.006,4.22125,0.0061,"PROB","SAP","Southern Appalachians",-79.49873,39.46941,"Region_03",1.269549789,"Non-Urban","MAN_MADE",60.88711,782,5030103,"NLA_WV-10013",85.9115595156777,0.0000117084314985364,0.000000428357249946455,0.00000000713928749910759,0.000000136284704462847,0.00016819317235637,0.000000435496537445563,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)",31.226834696,3.743513714,"Good","Good","Good",NA
"153",153,2010329,"NLA17_MI-10127",1,"2017-06-22",13.02,0,192.8,2.111,0.019,240.31375,0.019,"PROB","UMW","Upper Midwest",-83.71904,42.89458,"Region_05",199.2113708,"Urban","NATURAL",1.29767,254,10270103,"NLA_MI-10219",19.4248843172201,0.000150710359106161,0.00000135646462483044,0,0.0000077586232507216,0.00108409658617818,0.00000135646462483044,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",5.323868678,58.29636203,"Poor","Poor","Poor",NA
"154",154,2010330,"NLA17_CA-10006",1,"2017-06-21",2.4,0,4.61,0.165,0.008,20.1425,0.008,"PROB","WMT","Western Mountains",-122.8417,39.72616,"Region_09",353.5533378,"Non-Urban","MAN_MADE",1.033385,1811,18010104,"NLA_CA-10063",18.1142100793785,0.0000117798243735275,0.000000571142999928607,0,0.000000650308477262162,0.000199833472106578,0.000000571142999928607,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)",9.956236324,0,"Good","Good","Poor","Y"
"155",155,2010331,"NLA17_KS-10005",2,"2017-06-22",6.46,0,11.73,0.698,0.019,67.17625,0.019,"PROB","TPL","Temperate Plains",-95.04207,39.34876,"Region_07",326.258219,"Urban","MAN_MADE",4.302133,288,10240011,"NLA_KS-10045",22.9767444743035,0.000049832226743771,0.00000135646462483044,0,0.00000216881146062715,0.000537885095753539,0.00000135646462483044,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",5.437352246,44.385342792,"Poor","Good","Good",NA
"156",156,2010332,"NLA17_MO-HP001",1,"2017-06-22",3.75,0,2.04,0.195,0.008,7.30625,0.008,"HAND","SAP","Southern Appalachians",-90.917282,37.726925,"Region_07",0,"Non-Urban","MAN_MADE",124.3664,330.66,7120002,"NLA_MO-10001",59.0186010708198,0.0000139216106232598,0.000000571142999928607,0,0.000000235885134019941,0.000312239800166528,0.000000571142999928607,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)",1.537542529,0.641508454,"Good","Good","Good","Y"
"157",157,2010333,"NLA17_MO-HP009",1,"2017-06-22",2.86,0,2.67,0.2,0.006,10.94625,0.006,"HAND","SAP","Southern Appalachians",-90.7787,37.593907,"Region_07",0,"Non-Urban","MAN_MADE",20.02175,332.22,11010007,"NLA_MO-10094",40.4029858321626,0.0000142785749982152,0.000000428357249946455,0,0.000000353403955280176,0.000238134887593672,0.000000428357249946455,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)",0.676453656,0,"Good","Good","Good","Y"
"158",158,2010334,"NLA17_NV-10225",1,"2017-06-21",1.08,0.0104,0.71,0.05,0.009,3.18375,0.0194,"PROB","XER","Xeric",-115.0871,41.02647,"Region_09",5.528928972,"Non-Urban","MAN_MADE",4.826133,2554,16040101,"NLA_NV-10002",34.7280081401893,0.00000356964374955379,0.000000642535874919683,0.000000742485899907189,0.000000102788611864635,0.00008992506244796,0.00000138502177482687,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",0,0,"Good","Good","Good","Y"
"159",159,2010335,"NLA17_FL-10006",1,"2017-06-22",14.5,0.0074,23.84,1.428,0.017,85.9325,0.0244,"PROB","CPL","Coastal Plains",-81.26992,28.83882,"Region_04",51.42246091,"Urban","NATURAL",3565.565,0,3080101,"NLA_FL-10062",36.7468053573481,0.000101949025487256,0.00000121367887484829,0.000000528307274933962,0.00000277436431536953,0.00120732722731057,0.00000174198614978225,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","EUTROPHIC (7-30 ug/L)",15.011315661,20.267261348,"Poor","Poor","Fair",NA
"160",160,2010336,"NLA17_NJ-10004",1,"2017-06-22",7.01,0.1318,2.68,0.445,0.013,9.045,0.1448,"PROB","CPL","Coastal Plains",-74.77998,39.40948,"Region_02",107.5985912,"Urban","MAN_MADE",11.8688,9,2040302,"NLA_NJ-10020",108.792828485939,0.0000317698293710288,0.000000928107374883987,0.0000094095809238238,0.0000002920213566755,0.000583680266444629,0.0000103376882987078,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",12.192594643,1.809892235,"Good","Good","Good","Y"
"161",161,2010337,"NLA17_AZ-10021",1,"2017-06-21",7.33,0,1.3,0.251,0.014,12.9125,0.014,"PROB","WMT","Western Mountains",-112.3854,34.51849,"Region_09",2.045857974,"Urban","MAN_MADE",19.91372,1686,15070102,"NLA_AZ-10103",42.9845332429788,0.00001791961162276,0.000000999500249875062,0,0.000000416885104264499,0.000610324729392173,0.000000999500249875062,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",0.613439033,0,"Good","Good","Good",NA
"162",162,2010338,"NLA17_IA-10001",1,"2017-06-22",4.43,0.776,76.8,2.546,0.409,79.3275,1.185,"PROB","TPL","Temperate Plains",-94.65035,43.15574,"Region_07",54.29511928,"Urban","NATURAL",362.6214,372,8020402,"NLA_IA-10021",70.9714143022205,0.000181766259727279,0.00002919968587135,0.0000554008709930749,0.00000256111931140693,0.000368859283930058,0.0000846005568644249,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",7.981986179,77.091906724,"Poor","Poor","Poor",NA
"163",163,2010339,"NLA17_NM-10041",1,"2017-06-23",2.47,0.0005,6.49,0.355,0.015,34.03625,0.0155,"PROB","SPL","Southern Plains",-105.2196,35.948,"Region_06",5.582279102,"Non-Urban","MAN_MADE",160.177,2137,11080004,"NLA_NM-10110",23.0640449816277,0.0000253444706218319,0.00000107089312486614,0.0000000356964374955379,0.00000109887362091172,0.000205661948376353,0.00000110658956236168,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",1.300975732,0,"Fair","Good","Good",NA
"164",164,2010340,"NLA17_KS-10041",1,"2017-06-23",3.41,0.0001,7.62,0.398,0.008,22.6925,0.0081,"PROB","TPL","Temperate Plains",-94.80279,38.98379,"Region_07",7.153542576,"Urban","MAN_MADE",45.74943,265,10270104,"NLA_KS-10098",38.7837283461041,0.0000284143642464482,0.000000571142999928607,0.00000000713928749910759,0.000000732636222925238,0.000283930058284763,0.000000578282287427715,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7-30 ug/L)",49.909453091,13.738983463,"Good","Good","Good",NA
"165",165,2010341,"NLA17_CT-10001",1,"2017-06-22",6.08,0.0012,2.84,0.395,0.02,17.0125,0.0212,"PROB","NAP","Northern Appalachians",-72.21896,41.92421,"Region_01",170.3550187,"Urban","MAN_MADE",19.46022,205,1100002,"NLA_CT-10020",51.342591490903,0.000028200185621475,0.00000142785749982152,0.0000000856714499892911,0.000000549255205134543,0.000506244796003331,0.00000151352894981081,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L)",8.877463582,0.848329049,"Fair","Good","Good","Y"
"166",166,2010342,"NLA17_CT-HP001",1,"2017-06-21",4.41,0.0008,8.07,0.275,0.01,11.54375,0.0108,"HAND","NAP","Northern Appalachians",-72.528337,41.409888,"Region_01",0,"Urban","MAN_MADE",23.88744,97.86,1080205,"NLA_CT-10057",52.678646673724,0.0000196330406225459,0.000000713928749910759,0.0000000571142999928607,0.0000003726944760777,0.000367194004995837,0.00000077104304990362,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","EUTROPHIC (7-30 ug/L)",2.00838667,0.860737144,"Good","Good","Fair","Y"
"167",167,2010343,"NLA17_NC-10015",1,"2017-06-25",11.11,0.0123,74.8,1.828,0.065,623.8925,0.0773,"PROB","SAP","Southern Appalachians",-80.26304,35.11601,"Region_04",146.465984,"Non-Urban","MAN_MADE",6.156236,118,3040105,"NLA_NC-10046",6.47910853023708,0.000130506175483687,0.00000464053687441993,0.000000878132362390233,0.0000201426129651376,0.000925062447960033,0.00000551866923681017,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",8.487363259,22.33119578,"Poor","Poor","Poor",NA
"168",168,2010344,"NLA17_WI-10014",1,"2017-06-21",5.7,1.51,3.96,1.91,0.107,20.5,1.617,"PROB","UMW","Upper Midwest",-89.18304,44.33295,"Region_05",801.1158544,"Urban","NATURAL",1.084365,272,4100011,"NLA_WI-10096",206.028990439205,0.000136360391232955,0.00000763903762404512,0.000107803241236525,0.000000661850504350221,0.000474604496253122,0.00011544227886057,"MESOTROPHIC (10-25 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)",9.435551811,56.461668071,"Good","Poor","Good",NA
"169",169,2010345,"NLA17_TN-10005",1,"2017-06-26",1.1,1.7724,1.08,1.856,0.027,59.2,1.7994,"PROB","SAP","Southern Appalachians",-82.74069,36.1958,"Region_04",269.0825609,"Urban","MAN_MADE",1.295486,444,11110104,"NLA_TN-10044",69.3274287907784,0.000132505175983437,0.00000192760762475905,0.000126536731634183,0.00000191129511500161,0.0000915903413821815,0.000128464339258942,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","OLIGOTROPHIC (<= 2 ug/L)",7.977314745,76.380352769,"Poor","Poor","Good",NA
"170",170,2010346,"NLA17_ND-10008",2,"2017-06-26",30.58,0.0669,6.54,5.394,0.321,247.68625,0.3879,"PROB","NPL","Northern Plains",-100.3903,47.27222,"Region_08",16.53898413,"Non-Urban","NATURAL",198.355,587,10130101,"NLA_ND-10091",48.1568279363647,0.000385093167701863,0.0000229171128721354,0.00000477618333690298,0.00000799664729185926,0.00254621149042465,0.0000276932962090383,"HYPEREUTROPHIC (> 100 ug/L)","HYPEREUTROPHIC (> 1.4 mg/L)","MESOTROPHIC (2-7 ug/L)",1.893430564,24.92803684,"Poor","Poor","Good",NA
"171",171,2010347,"NLA17_NM-10005",1,"2017-06-26",7.88,0.0054,51.09,1.34,0.025,168.465,0.0304,"PROB","WMT","Western Mountains",-108.9316,35.98083,"Region_06",2.440690822,"Non-Urban","MAN_MADE",15.3952,2290,15020006,"NLA_NM-10060",17.5891130534982,0.0000956664524880417,0.0000017848218747769,0.00000038552152495181,0.00000543895830318829,0.000656119900083264,0.00000217034339972871,"HYPEREUTROPHIC (> 100 ug/L)","EUTROPHIC (0.75-1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)",0,0,"Poor","Poor","Poor",NA
"172",172,2010348,"NLA17_NM-10044",1,"2017-06-25",4.78,0,3.45,0.324,0.012,91.17125,0.012,"PROB","WMT","Western Mountains",-108.1597,33.03037,"Region_06",12.96967829,"Non-Urban","MAN_MADE",27.66773,1840,15040001,"NLA_NM-10113",7.85843253808413,0.0000231312914971086,0.000000856714499892911,0,0.00000294349940462147,0.000398001665278934,0.000000856714499892911,"EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L)",0.347651853,0,"Poor","Fair","Fair",NA
