"","VISIT_ID","NTL_PPM","PTL_PPB","NH4N_PPM","NO3N_PPM","DOC_PPM","DIN_PPM","SITE_ID","VISIT_NO","DATE_COL","SITE_TYPE","LON_DD","LAT_DD","EPA_REG","WGT_NLA","URBAN","LAKE_ORIGIN","AREA_HA","ELEV_PT","HUC_8","UNIQUE_ID","ECO_REG","CHLA_COND","NTL_COND","PTL_COND","TROPHIC_STATE","tn.tp","TN_mol","NH4N_mol","NO3N_mol","TP_mol","DOC_mol","DIN_mol","ECO_REG_NAME","CHLA_PPB","TSTATE_TP","TSTATE_TN","TSTATE_CHL"
"298",6634,1.758,293,0.066,0,18.22,0.066,"NLA12_SD-168",1,2012-06-18,"PROB",-102.4051988,45.46848158,"Region_8",3.685285196,"No","MAN_MADE",55.00620242,794.45,10130306,"NLA_SD-10142","NPL","Good","Poor","Poor","Eutrophic",13.2678355099593,0.000125508674234311,4.71192974941101e-06,0,9.45961940363974e-06,0.00151706910907577,4.71192974941101e-06,"Northern Plains",16.88,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","EUTROPHIC (7 to 30 ug/L)"
"299",6636,1.194,68,0.046,0.003,12.65,0.049,"NLA12_ND-186",1,2012-06-18,"PROB",-103.6650787,48.57418374,"Region_8",14.22247897,"No","NATURAL",31.25340549,603.67,10110102,"NLA_ND-10126","NPL","Good","Fair","Good","Eutrophic",38.8279303894397,8.52430927393446e-05,3.28407224958949e-06,2.14178624973228e-07,2.19540655101537e-06,0.00105328892589509,3.49825087456272e-06,"Northern Plains",8.16,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"300",6642,0.0698,4.1,0.0263,0.0198,2,0.0461,"NLA12_CA-157",1,2012-06-18,"PROB",-120.4335059,37.3732653,"Region_9",20.86922853,"Yes","MAN_MADE",168.429028,76.93,18040001,"NLA_CA-10092","XER","Good","Good","Good","Mesotrophic",37.6461349022423,4.9832226743771e-06,1.8776326122653e-06,1.4135789248233e-06,1.32370100870044e-07,0.000166527893422148,3.2912115370886e-06,"Xeric",3.4,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L))"
"301",6643,0.358,68,0.0079,0.002,5.85,0.0099,"NLA12_LA-105",1,2012-06-18,"PROB",-92.73712184,31.31650271,"Region_6",5.970162918,"No","MAN_MADE",652.3204489,30.12,11140207,"NLA_LA-10047","CPL","Fair","Good","Poor","Eutrophic",11.6418752758957,2.55586492468052e-05,5.640037124295e-07,1.42785749982152e-07,2.19540655101537e-06,0.000487094088259783,7.06789462411651e-07,"Coastal Plains",12.096,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"302",6644,0.615,55,0.0042,0,5.78,0.0042,"NLA12_LA-161",1,2012-06-18,"PROB",-92.68523484,31.49306187,"Region_6",50.03298042,"Yes","NATURAL",27.34948818,23.19,11140207,"NLA_LA-10126","CPL","Fair","Fair","Poor","Eutrophic",24.726420723106,4.39066181195117e-05,2.99850074962519e-07,0,1.77569647508596e-06,0.000481265611990008,2.99850074962519e-07,"Coastal Plains",13.648,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"303",6645,6.788,603,0.02,0,20.52,0.02,"NLA12_ND-108",1,2012-06-18,"PROB",-99.50350622,46.36670421,"Region_8",58.97169537,"No","NATURAL",103.3136406,600.25,10130104,"NLA_ND-10002","NPL","Good","Poor","Poor","Hypereutrophic",24.8927770706478,0.000484614835439423,1.42785749982152e-06,0,1.94680904450333e-05,0.00170857618651124,1.42785749982152e-06,"Northern Plains",446.4,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","HYPEREUTROPHIC (> 30 ug/L)"
"304",6646,0.95,87,0.1,0.12,4.88,0.22,"NLA12_OK-134",1,2012-06-18,"PROB",-96.1029813,36.93107268,"Region_6",0.298382086,"No","MAN_MADE",1245.389041,223.61,11070106,"NLA_OK-10100","SPL","Good","Poor","Poor","Eutrophic",24.1464439357497,6.78232312415221e-05,7.13928749910759e-06,8.56714499892911e-06,2.80882896968142e-06,0.000406328059950042,1.57064324980367e-05,"Southern Plains",13.4,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"305",6647,0.436,26,0.0036,0,5.09,0.0036,"NLA12_TX-165",1,2012-06-18,"PROB",-95.63207419,33.83357441,"Region_6",22.92651159,"No","MAN_MADE",2386.696493,137.5,11140101,"NLA_TX-10144","CPL","Poor","Good","Good","Eutrophic",37.0818992457837,3.11272934961091e-05,2.57014349967873e-07,0,8.39420151858817e-07,0.000423813488759367,2.57014349967873e-07,"Coastal Plains",7.9,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"306",6654,3.088,751,0.013,0,21.68,0.013,"NLA12_ND-126",1,2012-06-19,"PROB",-102.9425695,48.74897872,"Region_8",23.47027919,"No","NATURAL",13.18466442,737.04,9010001,"NLA_ND-10066","NPL","Good","Poor","Poor","Hypereutrophic",9.09256015418427,0.000220461197972442,9.28107374883987e-07,0,2.42463282325374e-05,0.00180516236469609,9.28107374883987e-07,"Northern Plains",62.8,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","HYPEREUTROPHIC (> 30 ug/L)"
"307",6656,2.003,801,0.018,1.54,7.32,1.558,"NLA12_KS-101",1,2012-06-19,"PROB",-97.37485967,39.33209745,"Region_7",70.9791242,"No","MAN_MADE",10.23476444,415.33,10250017,"NLA_KS-10021","SPL","Good","Poor","Poor","Mesotrophic",5.52964513658937,0.000142999928607125,1.28507174983937e-06,0.000109945027486257,2.58605977553428e-05,0.000609492089925063,0.000111230099236096,"Southern Plains",6.433333333,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","MESOTROPHIC (2-7 ug/L))"
"308",6659,0.334,12.3,0.0037,0.005,4.2,0.0087,"NLA12_CA-121",1,2012-06-19,"PROB",-118.9092314,36.08284307,"Region_9",20.86922853,"No","MAN_MADE",1005.9283,199.55,18030006,"NLA_CA-10056","XER","Good","Good","Good","Mesotrophic",60.0468436358592,2.38452202470193e-05,2.64153637466981e-07,3.56964374955379e-07,3.97110302610132e-07,0.000349708576186511,6.2111801242236e-07,"Xeric",2.8,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L))"
"309",6660,0.763,59,0.027,0.017,8.58,0.044,"NLA12_IA-109",1,2012-06-18,"PROB",-95.19385604,43.48048198,"Region_7",6.018682365,"No","NATURAL",51.59235412,429.62,10230003,"NLA_IA-10044","TPL","Poor","Good","Fair","Mesotrophic",28.5970578929349,5.44727636181909e-05,1.92760762475905e-06,1.21367887484829e-06,1.90483803691039e-06,0.000714404662781016,3.14128649960734e-06,"Temperate Plains",5.268571429,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","MESOTROPHIC (2-7 ug/L))"
"310",6661,0.708,215,0.021,0.122,5.17,0.143,"NLA12_LA-103",1,2012-06-19,"PROB",-92.44030014,30.53687948,"Region_6",900.806465,"Yes","MAN_MADE",36.97062076,12.19,8080201,"NLA_LA-10059","CPL","Poor","Fair","Poor","Eutrophic",7.28188181476836,5.05461554936817e-05,1.49925037481259e-06,8.70993074891126e-06,6.94135894806329e-06,0.000430474604496253,1.02091811237239e-05,"Coastal Plains",7.82,"HYPEREUTROPHIC (>100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"311",6662,0.708,45,0.0084,0.002,8.56,0.0104,"NLA12_LA-152",1,2012-06-19,"PROB",-92.48221774,30.8320389,"Region_6",71.08231658,"No","MAN_MADE",149.7906972,29.46,8080201,"NLA_LA-10117","CPL","Poor","Fair","Fair","Hypereutrophic",34.7912131150044,5.05461554936817e-05,5.99700149925037e-07,1.42785749982152e-07,1.45284257052487e-06,0.000712739383846794,7.42485899907189e-07,"Coastal Plains",47.1,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"312",6663,0.503,44,0.025,0.004,8.61,0.029,"NLA12_MN-102",1,2012-06-19,"PROB",-92.00102773,47.06932181,"Region_5",427.097736,"No","NATURAL",39.88678068,428.28,4010202,"NLA_MN-10074","UMW","Good","Good","Poor","Mesotrophic",25.2792472026876,3.59106161205112e-05,1.7848218747769e-06,2.85571499964304e-07,1.42055718006877e-06,0.000716902581182348,2.0703933747412e-06,"Upper Midwest",5.68,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"313",6664,0.574,43,0.013,0,6.09,0.013,"NLA12_MT-109",1,2012-06-19,"PROB",-107.5492524,48.49534907,"Region_8",4.68185044,"No","MAN_MADE",1665.989451,677.97,10050004,"NLA_MT-10013","NPL","Good","Good","Good","Mesotrophic",29.5183627237079,4.09795102448776e-05,9.28107374883987e-07,0,1.38827178961266e-06,0.000507077435470441,9.28107374883987e-07,"Northern Plains",5.237333333,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"314",6665,0.291,23,0.021,0.002,3.23,0.023,"NLA12_UT-105",1,2012-06-19,"PROB",-111.4050319,40.942526,"Region_8",5.518387688,"No","MAN_MADE",536.6413991,1695,16020101,"NLA_UT-10044","WMT","Fair","Fair","Good","Mesotrophic",27.9778270536098,2.07753266224031e-05,1.49925037481259e-06,1.42785749982152e-07,7.42563980490492e-07,0.000268942547876769,1.64203612479475e-06,"Western Mountains",2.568,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L))"
"315",6666,1.656,239,0.016,0.002,11.74,0.018,"NLA12_TX-117",1,2012-06-19,"PROB",-95.73801377,33.06712109,"Region_6",24.85716519,"No","MAN_MADE",14.71439965,148.99,12010003,"NLA_TX-10097","CPL","Poor","Poor","Poor","Hypereutrophic",15.3218518859781,0.000118226600985222,1.14228599985721e-06,1.42785749982152e-07,7.71620831900989e-06,0.00097751873438801,1.28507174983937e-06,"Coastal Plains",88.8,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","HYPEREUTROPHIC (> 30 ug/L)"
"316",6667,0.195,21,0.0042,0.002,2.92,0.0062,"NLA12_OR-110",1,2012-06-18,"PROB",-123.2640104,43.37681333,"Region_10",14.60346988,"Yes","MAN_MADE",52.66160395,207.02,17100301,"NLA_OR-10020","WMT","Poor","Good","Good","Mesotrophic",20.5335549558894,1.39216106232598e-05,2.99850074962519e-07,1.42785749982152e-07,6.77993199578275e-07,0.000243130724396336,4.42635824944671e-07,"Western Mountains",3.71967655,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L))"
"317",6668,0.65,30,0.1,0.05,6.64,0.15,"NLA12_OK-120",1,2012-06-19,"PROB",-96.04758798,36.82300133,"Region_6",2.684319352,"Yes","MAN_MADE",103.4516931,230.56,11070106,"NLA_OK-10091","SPL","Good","Good","Good","Eutrophic",47.9116282304086,4.64053687441993e-05,7.13928749910759e-06,3.56964374955379e-06,9.6856171368325e-07,0.000552872606161532,1.07089312486614e-05,"Southern Plains",11.4,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"318",6669,0.56,5,0.1,0.1,4.55,0.2,"NLA12_OK-104",1,2012-06-19,"PROB",-96.26625326,36.38379515,"Region_6",6.601996359,"No","MAN_MADE",4212.857956,217.74,11070107,"NLA_OK-10012","SPL","Good","Good","Good","Mesotrophic",247.666262852574,3.99800099950025e-05,7.13928749910759e-06,7.13928749910759e-06,1.61426952280542e-07,0.000378850957535387,1.42785749982152e-05,"Southern Plains",4.28,"OLIGOTROPHIC (<= 10 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"319",6670,0.145,22,0.0066,0.008,2.95,0.0146,"NLA12_NH-101",1,2012-06-19,"PROB",-71.09323178,43.83668383,"Region_1",187.0910369,"No","NATURAL",12.01846407,124.81,1060002,"NLA_NH-10013","NAP","Good","Good","Fair","Mesotrophic",14.5745162798795,1.0351966873706e-05,4.71192974941101e-07,5.71142999928607e-07,7.10278590034383e-07,0.000245628642797669,1.04233597486971e-06,"Northern Appalachians",2.344,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L))"
"320",6683,1.555,70,0.026,0,17.35,0.026,"NLA12_SD-172",1,2012-06-20,"PROB",-103.0033176,44.87090089,"Region_8",41.84216115,"No","MAN_MADE",4.625206667,848.01,10120113,"NLA_SD-10146","NPL","Good","Fair","Fair","Mesotrophic",49.122581471397,0.000111015920611123,1.85621474976797e-06,0,2.25997733192758e-06,0.00144462947543714,1.85621474976797e-06,"Northern Plains",3.688,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","MESOTROPHIC (2-7 ug/L))"
"321",6684,2.693,236,0.17,0.003,19.87,0.173,"NLA12_SD-124",1,2012-06-19,"PROB",-103.7050696,45.87066253,"Region_8",148.3322364,"No","MAN_MADE",2.616327031,955.26,10130302,"NLA_SD-10098","NPL","Good","Poor","Poor","Hypereutrophic",25.2332493137856,0.000192261012350967,1.21367887484829e-05,2.14178624973228e-07,7.61935214764157e-06,0.00165445462114904,1.23509673734561e-05,"Northern Plains",62.8,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","HYPEREUTROPHIC (> 30 ug/L)"
"322",6685,0.851,68,0.019,0,10.77,0.019,"NLA12_SD-140",1,2012-06-19,"PROB",-103.6125348,45.60448724,"Region_8",3.685285196,"No","MAN_MADE",76.94276764,892.03,10130302,"NLA_SD-10114","NPL","Good","Good","Good","Eutrophic",27.6738431837632,6.07553366174056e-05,1.35646462483044e-06,0,2.19540655101537e-06,0.000896752706078268,1.35646462483044e-06,"Northern Plains",8.112,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"323",6686,0.395,21,0.021,0.002,4.56,0.023,"NLA12_MN-108",1,2012-06-19,"PROB",-94.60199282,47.0737093,"Region_5",1247.570865,"No","NATURAL",105.3593499,402.25,7010102,"NLA_MN-10053","UMW","Good","Good","Good","Mesotrophic",41.5936113209042,2.8200185621475e-05,1.49925037481259e-06,1.42785749982152e-07,6.77993199578275e-07,0.000379683597002498,1.64203612479475e-06,"Upper Midwest",3.52,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"324",6689,0.216,19,0.0087,0.003,4.82,0.0117,"NLA12_CT-101",1,2012-06-20,"PROB",-72.21958455,41.92395129,"Region_1",162.7718671,"Yes","MAN_MADE",19.46022047,205.1,1100002,"NLA_CT-10020","NAP","Good","Good","Fair","Mesotrophic",25.1390567557124,1.54208609980724e-05,6.2111801242236e-07,2.14178624973228e-07,6.13422418666058e-07,0.000401332223147377,8.35296637395588e-07,"Northern Appalachians",3.664,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L))"
"325",6692,0.173,6,0.0062,0.002,2.31,0.0082,"NLA12_WV-101",1,2012-06-19,"PROB",-79.49872597,39.46941047,"Region_3",15.05817739,"No","MAN_MADE",60.88711264,782.59,5020006,"NLA_WV-10013","SAP","Good","Good","Good","Mesotrophic",63.7593206450822,1.23509673734561e-05,4.42635824944671e-07,1.42785749982152e-07,1.9371234273665e-07,0.000192339716902581,5.85421574926822e-07,"Southern Appalachians",2.284,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L))"
"326",6693,5.119,3590,0.212,2.12,41.64,2.332,"NLA12_ND-155",1,2012-06-20,"PROB",-102.1406782,48.35144139,"Region_8",15.3598521,"No","NATURAL",89.19401757,645.14,10110101,"NLA_ND-10095","NPL","Good","Poor","Poor","Oligotrophic",3.1531128122322,0.000365460127079317,1.51352894981081e-05,0.000151352894981081,0.000115904551737429,0.00346711074104913,0.000166488184479189,"Northern Plains",0.708,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","OLIGOTROPHIC (<= 2 ug/L)"
"327",6694,0.218,10,0.0063,0.041,2.33,0.0473,"NLA12_NY-0101",1,2012-06-20,"PROB",-77.1490251,42.49915505,"Region_2",160.7155426,"Yes","NATURAL",4564.909789,217.44,4140201,"NLA_NY-10014","NAP","Good","Good","Good","Oligotrophic",48.2064690195188,1.55636467480545e-05,4.49775112443778e-07,2.92710787463411e-06,3.22853904561083e-07,0.000194004995836803,3.37688298707789e-06,"Northern Appalachians",0.912727273,"OLIGOTROPHIC (<= 10 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"328",6695,0.69,30,0.1,0.05,3.88,0.15,"NLA12_OK-109",1,2012-06-20,"PROB",-96.4191085,36.70544343,"Region_6",5.511051679,"No","MAN_MADE",325.3718103,266.81,11070107,"NLA_OK-10029","TPL","Poor","Good","Good","Mesotrophic",50.8600361215107,4.92610837438424e-05,7.13928749910759e-06,3.56964374955379e-06,9.6856171368325e-07,0.000323064113238968,1.07089312486614e-05,"Temperate Plains",6.77,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"329",6696,1.453,1378,0.066,0.002,13.19,0.068,"NLA12_MT-118",1,2012-06-20,"PROB",-108.0100019,48.83419438,"Region_8",8.443021761,"No","NATURAL",68.04423978,820.98,10050004,"NLA_MT-10118","NPL","Good","Fair","Poor","Eutrophic",2.33166001402647,0.000103733847362033,4.71192974941101e-06,1.42785749982152e-07,4.44892680485173e-05,0.00109825145711907,4.85471549939316e-06,"Northern Plains",13.28,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","EUTROPHIC (7 to 30 ug/L)"
"330",6697,3.125,272,0.034,0,22.88,0.034,"NLA12_ND-151",1,2012-06-20,"PROB",-100.3980476,47.2749168,"Region_8",15.3598521,"No","NATURAL",198.3549872,588.11,10130103,"NLA_ND-10091","NPL","Good","Poor","Poor","Hypereutrophic",25.4056286572444,0.000223102734347112,2.42735774969658e-06,0,8.78162620406147e-06,0.00190507910074938,2.42735774969658e-06,"Northern Plains",48.96,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","HYPEREUTROPHIC (> 30 ug/L)"
"331",6714,0.306,14,0.0097,0.002,3.1,0.0117,"NLA12_WV-115",1,2012-06-20,"PROB",-78.59720705,39.13365249,"Region_3",8.77646873,"No","MAN_MADE",15.43864145,391.56,2070003,"NLA_WV-10026","SAP","Good","Good","Good","Oligotrophic",48.3328293577089,2.18462197472692e-05,6.92510887413436e-07,1.42785749982152e-07,4.51995466385517e-07,0.00025811823480433,8.35296637395588e-07,"Southern Appalachians",1.66,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"332",6715,0.159,15,0.0037,0.003,3.86,0.0067,"NLA12_NH-112",1,2012-06-21,"PROB",-71.9370297,42.73918269,"Region_1",312.5,"Yes","MAN_MADE",2.642018802,370.78,1080202,"NLA_NH-10023","NAP","Good","Good","Fair","Mesotrophic",23.4398427342614,1.13514671235811e-05,2.64153637466981e-07,2.14178624973228e-07,4.84280856841625e-07,0.000321398834304746,4.78332262440208e-07,"Northern Appalachians",2.24,"MESOTROPHIC (10-25 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","MESOTROPHIC (2-7 ug/L))"
"333",6716,1.268,107,0.0083,0,7.57,0.0083,"NLA12_MN-163",1,2012-06-21,"PROB",-93.34520865,45.47428943,"Region_5",151.1910076,"Yes","NATURAL",141.3297998,278.98,7010207,"NLA_MN-10123","UMW","Fair","Poor","Poor","Hypereutrophic",26.2050084526922,9.05261654886842e-05,5.9256086242593e-07,0,3.45453677880359e-06,0.000630308076602831,5.9256086242593e-07,"Upper Midwest",68.16,"HYPEREUTROPHIC (>100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"334",6717,1.831,81,0.563,0.023,15.3,0.586,"NLA12_ND-173",1,2012-06-21,"PROB",-99.28218473,46.40002555,"Region_8",15.3598521,"No","NATURAL",69.8099082,581.73,10130104,"NLA_ND-10113","NPL","Good","Poor","Fair","Mesotrophic",49.9864337834063,0.00013072035410866,4.01941886199757e-05,1.64203612479475e-06,2.61511662694477e-06,0.00127393838467943,4.18362247447705e-05,"Northern Plains",3.004,"EUTROPHIC (25-100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","MESOTROPHIC (2-7 ug/L))"
"335",6718,0.691,66,0.014,0.003,16.11,0.017,"NLA12_LA-104",1,2012-06-20,"PROB",-93.42201588,32.33548183,"Region_6",18.65675912,"Yes","MAN_MADE",6276.012165,42.57,11140203,"NLA_LA-10023","CPL","Fair","Fair","Poor","Eutrophic",23.1517028721765,4.93324766188334e-05,9.99500249875062e-07,2.14178624973228e-07,2.13083577010315e-06,0.0013413821815154,1.21367887484829e-06,"Coastal Plains",16.16,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"336",6719,0.463,27,0.0082,0,5.24,0.0082,"NLA12_NV-103",1,2012-06-19,"PROB",-115.117053,38.39816173,"Region_9",4.235362796,"No","MAN_MADE",72.28422249,1574.3,15010011,"NLA_NV-10007","XER","Good","Good","Good","Oligotrophic",37.9198014883405,3.30549011208681e-05,5.85421574926822e-07,0,8.71705542314925e-07,0.000436303080766028,5.85421574926822e-07,"Xeric",0.334,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"337",6720,0.645,138,0.014,0,5.16,0.014,"NLA12_NV-102",1,2012-06-20,"PROB",-114.2671693,37.90817585,"Region_9",11.47007642,"No","MAN_MADE",23.50032449,1604,15010013,"NLA_NV-10064","XER","Good","Fair","Poor","Mesotrophic",10.3354515747871,4.6048404369244e-05,9.99500249875062e-07,0,4.45538388294295e-06,0.000429641965029142,9.99500249875062e-07,"Xeric",4.714666667,"HYPEREUTROPHIC (>100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"338",6721,0.558,31,0.015,0.004,14.39,0.019,"NLA12_MN-130",1,2012-06-21,"PROB",-92.65806118,48.39551806,"Region_5",150.4082585,"No","NATURAL",39.82474224,347.51,9030003,"NLA_MN-10090","UMW","Fair","Good","Fair","Eutrophic",39.8035065298779,3.98372242450204e-05,1.07089312486614e-06,2.85571499964304e-07,1.00084710413936e-06,0.00119816819317236,1.35646462483044e-06,"Upper Midwest",7.536,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"339",6722,0.506,45,0.013,0,5.64,0.013,"NLA12_KS-109",2,2012-06-21,"PROB",-95.04339042,39.34884684,"Region_7",168.4089157,"Yes","MAN_MADE",4.302133103,289.68,10240011,"NLA_KS-10045","TPL","Poor","Good","Good","Eutrophic",24.8649065482941,3.61247947454844e-05,9.28107374883987e-07,0,1.45284257052487e-06,0.000469608659450458,9.28107374883987e-07,"Temperate Plains",12.97777778,"EUTROPHIC (25-100 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"340",6723,6.544,1054,0.0098,0.002,14.75,0.0118,"NLA12_LA-154",1,2012-06-21,"PROB",-93.76873875,32.35170266,"Region_6",179.7496919,"Yes","MAN_MADE",5.391149697,43.21,11140206,"NLA_LA-10119","CPL","Fair","Poor","Poor","Hypereutrophic",13.7293984151129,0.000467194973941601,6.99650174912544e-07,1.42785749982152e-07,3.40288015407382e-05,0.00122814321398834,8.42435924894695e-07,"Coastal Plains",250,"HYPEREUTROPHIC (>100 ug/L)","HYPEREUTROPHIC (> 1.4 ug/L)","HYPEREUTROPHIC (> 30 ug/L)"
"341",6724,0.353,23,0.012,0,5.42,0.012,"NLA12_LA-155",1,2012-06-21,"PROB",-93.2587742,32.58069163,"Region_6",179.7496919,"Yes","MAN_MADE",4.504617221,75.9,11140203,"NLA_LA-10120","CPL","Poor","Good","Good","Mesotrophic",33.9387386595336,2.52016848718498e-05,8.56714499892911e-07,0,7.42563980490492e-07,0.000451290591174022,8.56714499892911e-07,"Coastal Plains",5.266666667,"MESOTROPHIC (10-25 ug/L)","MESOTROPHIC (0.35-0.75 mg/L)","MESOTROPHIC (2-7 ug/L))"
"342",6731,0.225,30,0.014,0,2.26,0.014,"NLA12_UT-160",1,2012-06-21,"PROB",-113.9596706,41.70168986,"Region_8",1.203917328,"No","MAN_MADE",10.34861387,1622.63,16020308,"NLA_UT-10106","XER","Good","Good","Good","Oligotrophic",16.5847943874491,1.60633968729921e-05,9.99500249875062e-07,0,9.6856171368325e-07,0.000188176519567027,9.99500249875062e-07,"Xeric",0.704,"EUTROPHIC (25-100 ug/L)","OLIGOTROPHIC (<= 0.35 mg/L)","OLIGOTROPHIC (<= 2 ug/L)"
"343",6735,1.014,181,0.011,0,6.24,0.011,"NLA12_TX-101",1,2012-06-21,"PROB",-96.45375244,32.94442993,"Region_6",212.7434931,"Yes","MAN_MADE",13.83961938,145.99,12030106,"NLA_TX-10054","SPL","Good","Poor","Poor","Hypereutrophic",12.3882000065366,7.23923752409509e-05,7.85321624901835e-07,0,5.84365567255561e-06,0.000519567027477102,7.85321624901835e-07,"Southern Plains",48.4,"HYPEREUTROPHIC (>100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
"344",6742,0.883,78,0.016,0,8.88,0.016,"NLA12_MT-138",1,2012-06-21,"PROB",-108.4328294,47.76171554,"Region_8",64.55393722,"No","MAN_MADE",4.34004528,912.18,10040104,"NLA_MT-10138","NPL","Good","Fair","Fair","Eutrophic",25.0331169984916,6.303990861712e-05,1.14228599985721e-06,0,2.51826045557645e-06,0.000739383846794338,1.14228599985721e-06,"Northern Plains",11.296,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","EUTROPHIC (7 to 30 ug/L)"
"345",6744,0.899,79,0.019,0.097,4.4,0.116,"NLA12_TX-160",1,2012-06-22,"PROB",-96.88653964,32.8469031,"Region_6",24.85716519,"Yes","MAN_MADE",24.61334018,125.25,12030103,"NLA_TX-10139","SPL","Poor","Poor","Poor","Hypereutrophic",25.164101526273,6.41821946169772e-05,1.35646462483044e-06,6.92510887413436e-06,2.55054584603256e-06,0.000366361365528726,8.2815734989648e-06,"Southern Plains",60.48,"EUTROPHIC (25-100 ug/L)","EUTROPHIC (0.75 to 1.4 mg/L)","HYPEREUTROPHIC (> 30 ug/L)"
