PUBLICATION_DATE,SITE_ID,UID,VISIT_NO,DATE_COL,YEAR,SITETYPE,INDEX_VISIT,AWCH_WS,BDH_WS,BEDROCK_PERM_WS,BFI_WS,CAT_COMID,CROP_1KM_BUF,DAM_KM3WTD_200KM,ELEV_PT,ELEV_WS,ELEV_WS_MAX,ELEV_WS_MIN,ET_WS,FSTFRZ_WS,GEOL_HUNT_DOM_DESC,GEOL_HUNT_DOM_PCT,GEOL_HUNT_DOM_WS,GEOL_HUNT_PT,GEOL_REEDBUSH_DOM_PCT,GEOL_REEDBUSH_DOM_WS,GEOL_REEDBUSH_PT,KFACT_PT,KFACT_WS,LAT_DD83,LON_DD83,LSTFRZ_PT,LSTFRZ_WS,MAFLOWU,MAST_2013,MAST_2014,MAVELU,MSST_2013,MSST_2014,MWST_2013,MWST_2014,OMH_WS,PCTBL2011_WS,PCTCONIF2011_WS,PCTCROP2011_WS,PCTDECID2011_WS,PCTGRS2011_WS,PCTHAY2011_WS,PCTHBWET2011_WS,PCTICE2011_WS,PCTMXFST2011_WS,PCTOW2011_WS,PCTSHRB2011_WS,PCTURBHI2011_WS,PCTURBLO2011_WS,PCTURBMD2011_WS,PCTURBOP2011_WS,PCTWDWET2011_WS,PERDUN_WS,PERHOR_WS,PERMH_WS,PMAX_WS,PMIN_WS,PRECIP_WS,PSUM_PT,PSUM_WS,PSUMPY_2013_PT,PSUMPY_2013_WS,PSUMPY_2014_PT,PSUMPY_2014_WS,RDDENS_WS,RDH_PT,RDH_WS,REACH_COMID,RHMEAN_PT,RHMEAN_WS,RUNOFF_WS,TMAX_WS,TMEAN_WS,TMEANPW_2013_PT,TMEANPW_2013_WS,TMEANPW_2014_PT,TMEANPW_2014_WS,TMEANSS_2013_PT,TMEANSS_2013_WS,TMEANSS_2014_PT,TMEANSS_2014_WS,TMEANSY_2013_PT,TMEANSY_2013_WS,TMEANSY_2014_PT,TMEANSY_2014_WS,TMIN_PT,TMIN_WS,TOPWET_WS,URB_1KM_BUF,WDMAX_PT,WDMAX_WS,WDMIN_PT,WDMIN_WS,WDSUM_PT,WDSUM_WS,WSAREASQKM,WTDH_PT,WTDPH_WS
2/13/2019,CAR9-0903,1003179,2,9/25/2013,2013,PROB,N,0.14704717,1.493266701,1.675037134,34.15238533,8270711,22.64919942,0.10263,91.56,487.3220951,1367.41,91.16,690.8412527,319.597532,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,100,co/c,co/c,100,SDMNTRY,SDMNTRY,0.282000005,0.232186068,38.81627171,-123.0111924,38,88.792046,1135.286,15.51458722,16.56897217,1.80903,18.89485643,18.89485643,8.608948686,8.608948686,1.288459993,0.081977752,19.03766881,4.211528768,2.584944538,14.62059832,0.362044699,0.013084582,0,12.32641595,0.520481922,40.06260119,0.082660426,0.827571376,0.439926408,4.744867715,0.083627547,4.585807771,6.885075589,1.702140381,229.1799555,0.865541553,1182.138855,1094,1173.685664,876.4199219,906.0886819,595.3018799,648.0163367,1.786473479,60,43.14985967,8270711,66,63.38945117,589.8723711,31.60988837,14.34618069,9.20952034,7.494417614,11.36603832,10.00080395,21.6791954,21.24330253,21.6791954,21.24330253,16.06562805,14.87646831,17.19737434,14.87678538,3,2.327615482,295.0499315,23.43522562,11,12.18308096,0,0,71,77.71468085,1582.0263,5.869999886,5.894010446
2/13/2019,CAR9-0904,1002427,1,7/22/2013,2013,PROB,Y,0.139272369,1.408026909,2.694157636,57.39795181,7978069,81.60046729,1.340433,7.44,1046.883493,4303.87,7.34,591.7805542,286.5350046,"Micaceous residuum without much quartz; clay, mostly kaolinite",100,rsh,al,100,VOLCANIC,QTRNRY,0.360000014,0.19839097,38.80836238,-121.6352071,46,126.3830525,8227.002,14.45202353,15.20557341,1.41011,18.59099566,18.59099566,8.918752527,8.918752527,1.896155677,0.873416299,43.72762757,6.381949098,1.970464011,16.41442508,1.841393313,0.756898421,0.008517318,1.229089481,1.385122037,22.09832014,0.07551113,0.493263065,0.327264071,2.062923875,0.353815095,2.59255423,3.458608741,3.454732365,181.5404726,5.69990788,1019.120033,500,1035.339318,394.7512817,772.1432886,262.6209412,616.774649,1.445932209,59.59999847,47.13718323,7978069,65,57.34083275,430.9006135,30.7780976,11.87729438,8.084434509,3.627990862,9.524850845,6.070159642,23.46769905,20.66971512,23.46769905,20.66971512,16.35996819,12.56871505,17.70989227,12.56877668,3.299999952,-1.987088923,442.1822041,0.730140187,9,10.73353619,0,0.715716158,52,75.48284309,48194.757,5.369999886,5.822900576
2/13/2019,CAR9-0906,1004286,1,8/12/2014,2014,PROB,Y,0.168251225,1.276918543,3.30537974,70.68980719,4439896,0,0.01849,215.45,1387.632366,3745.13,209.86,483.7119259,253.8564074,Basalt,100,b,al,100,VOLCANIC,SDMNTRY,0.158000007,0.169060673,41.53926058,-123.5267321,116,165.5318205,6778.363,11.69361305,11.89054567,3.27034,15.03792297,15.03792297,8.700965346,8.700965346,2.926743529,0.746930733,47.7864168,4.76951161,0.348453682,11.63235929,2.401451881,2.596635785,0.002763353,0.765554866,2.293873729,24.42637237,0.029878015,0.361680826,0.10757422,1.571133144,0.159409688,1.378526851,0.585842028,5.774039539,121.8302643,11.96360885,751.9435282,1504,754.6779313,1371.166016,604.7262277,1021.454285,559.9853019,1.625900067,41.77600098,48.99563296,4439896,63,63.38713743,304.0399892,27.92505796,8.186277061,4.621305466,-0.480428535,6.558521271,1.51185789,21.58156204,17.02541916,21.58156204,17.02541916,13.35314941,8.404574859,14.47234631,8.404575563,-0.200000003,-5.441565858,496.8405144,0.29154519,16,11.92712337,1,2.084761367,112,88.45920754,22896.1044,5.847000122,5.476692097
2/13/2019,CAR9-0908,1004049,1,7/22/2014,2014,PROB,Y,0.147066112,1.339480541,2.538379998,65.1412297,4442410,0,0.292662,10.16,1288.996122,3745.13,10.16,540.1832777,265.9221297,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,100,co/c,al,100,VOLCANIC,SDMNTRY,0.267003894,0.169365319,41.45639606,-123.9355648,108,152.0035952,17381.218,10.83224791,12.413277,1.6187,16.46184969,16.46184969,7.520873994,7.520873994,2.595840953,0.661577961,55.73748548,3.167056117,0.864626782,8.27453417,1.601124771,1.730878517,0.051583811,1.852992633,1.768255067,21.94139065,0.022788479,0.267512283,0.080736476,1.835272028,0.142184775,2.147930097,0.825376433,4.92952642,179.5100187,10.83038313,1034.410952,1929,1051.14611,1894.693481,844.639356,1460.987793,686.7183563,1.404675142,58.91133499,47.33057283,4442410,72,63.1558424,440.908695,28.50191606,9.186432052,6.657287121,0.715638763,8.535761833,2.760379366,16.43433952,17.83372481,16.43433952,17.83372481,11.92592335,9.463850778,13.44379425,9.463853866,1.899999976,-4.076173464,419.928543,0,17,12.70636957,2,1.784822646,124,92.15952351,34505.5869,4.831292152,5.625300801
2/13/2019,CAR9-0909,1003112,1,9/16/2013,2013,PROB,Y,0.110605551,1.419045787,1.724580926,66.96912479,20294501,0,0,677.47,1640.201159,2804.16,673.17,591.0398633,254.7691629,"Micaceous residuum without much quartz; clay, mostly kaolinite",100,rsh,rsh,100,VOLCANIC,SDMNTRY,0.136000007,0.151732095,40.00190523,-121.2682255,148,160.7642643,,11.25446309,11.98577694,,15.62092677,15.62092677,7.621404733,7.621404733,1.772204806,0.156715666,71.50698889,0.051125405,0.050966383,2.181834301,0.611636357,0.849015667,0,0.060964859,3.12852891,20.19892792,0.03898014,0.203646879,0.077105539,0.872391824,0.011171259,2.713451482,3.003079909,5.234106644,187.5258998,8.422648172,988.1743876,1314,1050.05258,1031.512695,726.4529501,732.4004517,556.4938641,1.48200437,45,49.57172637,20294503,54,54.76811536,274.2095929,27.72820542,8.618373238,3.889505863,0.291355892,6.439651966,2.833833073,20.807024,17.71150082,20.807024,17.71150082,12.7393713,9.36824328,13.76679707,9.368312105,-1.700000048,-5.640066663,399.3757695,1.284671533,10,9.67098606,0,0.800549376,69,71.01693946,4527.7191,5.960000038,5.820576581
2/13/2019,CAR9-0910,1003694,1,6/17/2014,2014,PROB,Y,0.115536291,1.449393675,1.589486608,53.4240698,2820014,70.14881821,1.238888,9.11,1511.665162,3977.52,8.68,543.1429402,291.6484403,Deposits of mountain glaciers,100,mg,al,100,GRANITIC,QTRNRY,0.303000003,0.192920643,37.59637607,-121.1287613,50,130.8119405,1345.659,15.93619971,16.16098849,1.10186,18.53829097,18.53829097,6.945634702,6.945634702,1.737161635,9.668672102,35.9102107,3.565727193,1.760590419,16.95218031,1.270372976,0.374672388,0.032716382,0.30606987,1.973473316,25.27032996,0.19897749,0.532726099,0.451180422,1.547915066,0.184185308,2.414512768,1.889560252,7.651779685,192.8034536,5.468903854,1022.537367,323,982.7870854,258.1019592,674.9660138,184.1687164,526.6250889,1.045867375,60,46.84692421,2820014,63,61.18295806,351.9823199,27.81455158,10.23559501,8.418604851,2.40187413,10.17802238,5.3709515,24.0471096,18.74312962,24.0471096,18.74312962,16.89027977,11.04504101,18.21767235,11.04799527,2.700000048,-3.856059005,360.3417221,0.466880654,8,10.53317989,0,0.941620293,45,68.32161168,4770.0702,5.679999828,5.905921092
2/13/2019,CAR9-0911,1004377,1,8/19/2014,2014,PROB,Y,0.125954518,1.483152108,1.091787874,32.77763371,2706253,0,0.014984,47.43,904.7405915,2307.16,47.12,678.6756687,299.6914763,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,100,co/c,al,100,SDMNTRY,SDMNTRY,0.219999999,0.190377309,40.31843895,-123.771013,81,114.8594499,4938.795,14.3020902,14.46293685,1.21571,18.52204964,18.52204964,8.514445861,8.514445861,2.031095065,0.252543002,40.40860649,0.003110135,4.754541886,9.54872245,0.89243783,0.01859861,0,8.54036987,0.400974219,32.1374655,0.00825741,0.048347056,0.020340286,2.918971018,0.046714235,3.292703871,4.301233666,2.321573077,280.719462,2.169129946,1509.761269,1393,1468.488476,1380.442749,1225.830941,847.5425415,862.2312068,1.113192987,51.59999847,44.53519911,2706253,63,62.11968983,856.7684202,30.45056135,12.56378465,6.393629551,4.999262,8.60699749,7.671518054,19.39564705,20.47188584,19.39564705,20.47188584,13.21891689,13.12598895,14.54120731,13.12599388,2.900000095,0.467815153,278.7224997,0,13,14.48967777,0,0.030554593,87,93.27432872,5787.5292,6,5.974526903
2/13/2019,CAR9-0912,1002398,1,7/17/2013,2013,PROB,Y,0.123005355,1.367652354,1.164277694,58.45704767,15024989,0,1.016142,10.77,1294.167033,3152.57,10.77,635.6667212,289.9747832,Deposits of mountain glaciers,100,mg,al,100,SDMNTRY,QTRNRY,0.273000002,0.187523066,38.57234221,-121.3577452,43,131.4009483,3857.155,14.25965917,14.87217784,1.17918,18.06641404,18.06641404,6.846551486,6.846551486,2.206160546,1.171643192,59.28035081,0.040977321,1.925934075,5.590582276,0.003834345,0.28164517,0,3.350070667,1.835110271,21.43911204,0.242208755,1.298678262,1.014022952,2.44878462,0.077045247,4.473326813,4.873082161,4.433502037,235.5776682,6.35392176,1304.063923,518,1328.214537,441.8386841,993.6511296,335.6767273,902.3208868,1.777928014,59,49.52473928,15024989,65,59.60204199,760.450045,29.0826954,11.64247569,8.454620361,4.0746697,9.942642212,7.052694179,23.56710243,19.98676841,23.56710243,19.98676841,16.64206123,12.50933187,18.03325081,12.50947246,3.400000095,-1.755978136,337.0774205,57.94663573,8,11.49058282,0,0.948447707,52,76.36058529,5023.0161,5.860000134,5.852677153
2/13/2019,CAR9-0913,1004285,1,8/12/2014,2014,PROB,Y,0.183450398,1.235216162,3.786333876,73.01894489,362143,0,0.060289,513.95,1435.772552,3745.13,503.98,460.7270039,248.6885101,Basalt,100,b,al,100,VOLCANIC,SDMNTRY,0.158000007,0.169355691,41.8433107,-122.8997348,142,171.9388702,3480.952,10.72420348,11.79066201,1.35669,14.64098814,14.64098814,9.314845823,9.314845823,3.194597681,0.830183028,44.93010511,5.303361499,0.146447038,13.50009151,2.916077103,3.163018418,0.002692507,0.187642875,2.780336795,24.34375022,0.035791348,0.424072216,0.126012228,1.205931324,0.104486782,1.059142105,0.479286888,6.256938147,93.3864918,12.32375712,611.2276867,627,611.7139167,566.8612671,482.3002159,441.205719,481.4036531,1.752653657,41.77600098,50.33607655,362143,69,62.97253018,209.9973997,27.64978424,7.631728008,2.873008728,-1.112621469,4.746887207,0.83846971,21.09055519,16.48738387,21.09055519,16.48738387,12.190135,7.803907295,13.47916794,7.803956197,-1.700000048,-6.272208523,547.5902899,0.320419458,12,11.62025734,2,2.218263206,81,87.30398768,18484.6176,5.847000122,5.3970381
2/13/2019,CARM-1002,1004507,1,9/2/2014,2014,PROB,Y,0.09538885,1.44166802,1.095356638,61.47622779,19791983,5.398307558,0.556093,82.72,2008.003329,4213.83,82.46,517.8364644,280.5013066,Deposits of mountain glaciers,100,mg,al,100,GRANITIC,QTRNRY,0.318122864,0.160186464,36.90881607,-119.7762319,72,150.4192932,698.236,14.98267512,15.26016146,1.73481,17.66267005,17.66267005,7.523296704,7.523296704,1.731472382,10.6275067,50.55401844,0.278879214,0.242716207,12.3154278,0.015961197,0.18483969,0.104699954,0.075565371,1.73068062,23.17444057,0.004338776,0.068360255,0.019632468,0.503631712,0.099301025,1.70905732,0.58845199,10.74285782,201.0780748,3.049587376,987.7039832,315,976.367045,165.0512543,571.9448764,129.2146301,427.3552827,0.666559268,59.94408417,49.83949462,19791983,60,60.94742771,270.2479451,25.82201592,8.563988888,8.8334589,0.336613774,10.71479034,3.615000803,26.68290901,17.18022078,26.68290901,17.18022078,18.13567162,9.166118406,19.57068062,9.166133901,2.599999905,-5.203041493,329.5265331,14.56084039,7,11.23788567,0,1.302853671,38,71.9365753,4584.2535,6,5.875958655
2/13/2019,CARM-1003,1002033,1,6/4/2013,2013,PROB,Y,0.122701973,1.497032569,2.907377109,48.01948585,1897364,46.40046634,0.744012,2.23,1033.696464,4335.89,2.03,456.3819646,304.1212138,Deposits of mountain glaciers,100,mg,al,100,GRANITIC,QTRNRY,0.292129874,0.237170655,37.90975821,-121.3253034,52,106.3625703,4711.244,14.91645279,15.36866855,1.46991,19.01941421,19.01941421,7.074700922,7.074700922,1.255611888,5.580220514,26.09031258,22.76489855,1.079937387,17.21916837,3.621157369,1.013502343,0.022120155,0.688265464,1.138817571,15.82494232,0.212826319,1.102969893,1.042759716,2.374908634,0.223192811,1.029768911,3.271778954,6.369685518,135.614556,2.315162688,701.9954322,374,682.5225008,292.9116821,430.3713244,238.1261292,330.1843374,1.326378507,59.36801529,50.77666466,1897364,63,60.65546002,266.5083504,30.70863861,12.8006652,8.312530518,4.510100408,9.867636681,7.142159261,23.46729469,21.23356521,23.46729469,21.23356521,16.63382721,13.34591938,18.08291245,13.34629085,2.799999952,-1.365536125,509.4910881,38.29787234,8,8.834669542,0,0.534802501,51,55.14759294,36203.1822,5.508100033,5.810775772
2/13/2019,CARM-1004,1004074,1,7/23/2014,2014,PROB,Y,0.161364104,1.297436595,3.082651937,69.30424769,4442642,0,0.011817,90.99,1368.666386,3745.13,90.56,498.4924173,256.2871123,Basalt,100,b,al,100,VOLCANIC,SDMNTRY,0.219999999,0.168663966,41.27034674,-123.6039642,98,162.5628746,8962.358,11.91957586,12.40775588,3.14664,15.97371948,15.97371948,8.491902229,8.491902229,2.839555702,0.70340111,50.69658666,4.308724634,0.454970191,10.61669318,2.169445369,2.34753014,0.016224712,1.081256867,2.092160485,23.29585658,0.02763066,0.328762597,0.098619547,1.605365852,0.156771415,1.569372942,0.58232437,5.594240872,139.2958349,11.61312363,827.4051699,1409,839.808755,1089.906494,664.6137121,901.8583374,600.1650431,1.535048811,51.59999847,48.14559384,4442642,63,63.29644663,367.3306076,28.05145551,8.442428168,5.379301071,-0.202180947,6.72139883,1.807587759,22.16151619,17.23938501,22.16151619,17.23938501,14.02803326,8.663561251,15.30070686,8.663993579,1,-5.086163335,472.2610405,0.32032615,15,12.22879754,1,2.006642143,102,90.20443892,25344.7128,6,5.519842261
2/13/2019,CARM-1006,1003752,1,6/18/2014,2014,PROB,Y,0.123402499,1.513320011,3.19076133,46.68821013,2820096,48.54566608,0.315372,8.67,939.7949635,4335.89,8.64,432.690447,307.2708524,Deposits of mountain glaciers,100,mg,al,100,GRANITIC,QTRNRY,0.303000003,0.246871556,37.55587762,-121.1504704,52,100.7737493,1942.416,15.61661842,15.75239355,1.33921,19.16368661,19.16368661,7.039052692,7.039052692,1.101820968,5.234148738,23.14670853,27.00553048,0.847671638,18.29015372,4.039550864,1.163855478,0.02326873,0.801890964,0.861128135,13.70831868,0.159659084,1.093821928,0.908588029,2.504444818,0.211260188,0.666050651,3.695254511,6.18812725,122.4983575,1.274382831,615.4347295,312,605.7724136,214.6193237,361.1119588,156.4933319,268.8059402,1.319152888,60,51.76022405,2820096,63,60.49476518,258.7371821,31.31926987,13.33896415,8.401060104,4.910954798,10.2948885,7.479488021,24.07071877,21.78344861,24.07071877,21.78344861,16.87986183,13.81715789,18.26247215,13.81725781,2.599999905,-0.889447614,542.044323,1.425247237,8,8.453287342,0,0.437692495,44,51.75385504,27708.3846,5.679999828,5.787098598
2/13/2019,CARM-1007,1002030,1,6/3/2013,2013,PROB,Y,0.139915638,1.418005307,2.83430134,55.20012196,15048089,73.75,0.738956,2.28,959.3848124,4303.87,2.27,589.2940827,291.5803957,"Micaceous residuum without much quartz; clay, mostly kaolinite",100,rsh,al,100,SDMNTRY,QTRNRY,0.331,0.207257665,38.43500642,-121.5249117,48,119.6835933,24566.459,15.26380698,15.97463479,1.77138,18.64760355,18.64760355,8.997125071,8.997125071,1.860379616,0.872015357,40.21389789,9.83226624,1.851352587,16.59381738,1.814050905,0.908177999,0.006844745,1.283990644,1.347410706,20.27048222,0.235398585,0.954423921,0.979232181,2.504684283,0.331954355,2.572515912,3.949872953,3.320962634,177.6297507,5.164570155,988.2082953,473,1002.874847,415.2141113,750.3246176,293.2160034,604.8013924,1.601924324,60,48.13177656,15048089,66,57.97406472,454.5409479,31.1235925,12.37717594,8.241209984,4.19615567,9.897374153,6.602776322,22.86314774,20.98325163,22.86314774,20.98325163,16.28697777,13.03640775,17.66557503,13.03641805,3.099999905,-1.435294853,464.4069211,6.598837209,8,10.53907314,0,0.65460754,51,72.96305874,59971.5585,5.079999924,5.796010827
2/13/2019,CARM-1010,1002344,1,7/15/2013,2013,PROB,Y,0.145460755,1.402757415,2.914348792,59.02531448,2845795,37.88405797,0.597061,21.97,1007.667417,4303.87,21.05,576.7728368,287.5622484,Basalt,100,b,al,100,VOLCANIC,QTRNRY,0.279000014,0.197280119,39.50075827,-121.9976333,72,126.0606948,16369.331,14.8157581,14.95358659,1.58531,18.2448001,18.2448001,9.485004006,9.485004006,1.890900736,1.091945982,38.37574362,3.562070917,1.702702704,20.6484597,2.393412221,0.375974565,0.013595224,1.50657796,1.068997148,26.08127637,0.068229485,0.424921545,0.302379722,1.987406548,0.396306296,2.253485009,2.403418034,3.177406695,163.5907261,5.958937095,942.4919045,526,952.8165946,400.3439026,706.059433,299.9870911,567.7270149,1.306841071,59.59999847,45.99201696,2845795,59,57.64558253,387.8306512,31.14576148,11.96516129,8.589203835,3.595009113,10.29019356,6.032435576,24.23724175,20.97976574,24.23724175,20.97976574,17.07423973,12.68278935,18.28793144,12.68282115,2.700000048,-1.914210056,428.0269661,0.115942029,8,10.94326721,0,0.763671112,51,77.87101738,30193.6968,5.210000038,5.858572574
2/13/2019,CARM-1011,1002359,1,7/16/2013,2013,PROB,Y,0.150832896,1.347755803,2.62183215,67.26348827,2496070,6.926658906,3.700129,119.65,1324.653348,4303.87,119.65,536.7681283,266.4077161,Basalt,100,b,rsh,100,VOLCANIC,SDMNTRY,0.279000014,0.182634753,40.47343187,-122.3032346,72,149.8227009,10647.208,13.66246827,13.71074176,3.06814,17.1147843,17.1147843,9.068221175,9.068221175,2.0245976,1.563980494,51.93829783,2.070644439,0.870047552,10.59055353,2.297676446,0.548881803,0.025160806,1.156216556,1.582725598,25.62895396,0.025061509,0.25550272,0.121175679,1.260428964,0.064692124,2.0662804,0.696158603,3.634574542,155.2169706,8.185947788,930.8042068,835,956.847357,625.7044067,705.9382802,536.4879761,565.7322929,1.249120283,59.59999847,48.10262871,2496070,55,60.02266614,272.2434382,29.35757507,9.720480969,8.043235779,0.847708823,9.839986801,3.372018474,25.72628212,18.90597375,25.72628212,18.90597375,17.35429573,10.19172548,18.2245121,10.19175573,2,-4.340113125,451.1863392,24.73806752,8,11.44667913,0,1.245954535,59,85.17492216,16314.6555,5.210000038,5.822515318
2/13/2019,CARM-1012,1004350,1,8/18/2014,2014,PROB,Y,0.128968266,1.477897377,1.072380041,32.33080842,2702657,0,0.008527,9.56,783.2407912,2307.16,9.33,687.7525676,305.8923832,Clayey and loamy colluvium; on poorly consolidated rocks on lee sides of Pacific Coast Ranges,99.99868801,co/c,al,100,SDMNTRY,SDMNTRY,0.370000005,0.197039137,40.51054489,-124.1485501,44,105.6475351,7848.953,12.79166669,14.36656174,1.29864,18.50756645,18.50756645,8.358969787,8.358969787,1.837916874,0.3350795,47.69443133,0.021692275,4.723779281,9.004729272,0.668446745,0.036357632,0,7.365767232,0.450545559,26.27543853,0.010362481,0.101768015,0.048676977,3.16917362,0.093751546,3.052448609,3.658751453,2.500329555,293.0264587,2.319148409,1587.942355,1236,1556.494018,1022.030457,1311.196228,600.2763672,910.6173999,1.223065307,58.42100143,47.16492729,2702657,74,63.10657623,960.642957,29.89711059,12.67725429,7.688864708,5.330395394,9.267240524,7.887372396,16.09028435,20.09697488,16.09028435,20.09697488,11.9413662,13.08586383,13.57894039,13.08593939,3.700000048,0.923527769,276.8622047,0,14,14.59535756,1,0.049513425,105,95.00628865,8094.5865,4.168000221,5.956094083
2/13/2019,CARM-1014,1003649,1,6/11/2014,2014,PROB,Y,0.146602378,1.388725485,2.84839108,61.59705768,12074510,24.83260553,1.179853,47.98,1082.600019,4303.87,47.87,574.2247213,282.8554809,Basalt,100,b,al,100,VOLCANIC,QTRNRY,0.279000014,0.193126106,39.88091785,-122.0575371,74,130.7097233,15093.384,14.89652,14.99868595,1.55276,17.62137391,17.62137391,9.645473611,9.645473611,1.93186698,1.135801598,41.66170792,2.139684301,1.589751165,19.18376755,2.355986461,0.386425188,0.015584389,1.418555236,1.081063184,26.25523949,0.050224716,0.348781423,0.210602804,1.851057048,0.31576753,2.433703163,2.063223647,3.25200279,163.6644217,6.56173274,959.6353726,560,973.7541365,410.5887451,721.7384918,313.1922302,583.1951049,1.300827997,59.59999847,46.57420344,12074510,53,57.9567875,375.0359074,30.73656851,11.48645023,8.413261414,3.036274502,10.3254776,5.477618758,24.79677582,20.58612111,24.79677582,20.58612111,17.2064476,12.18650233,18.26392746,12.18651284,2.5,-2.455200423,422.6700328,0,8,11.12063586,0,0.870996544,54,80.21352409,26339.8176,5.210000038,5.862805004
2/13/2019,CARO-1040,1003620,1,6/10/2014,2014,PROB,Y,0.138269502,1.434177322,2.260773879,51.66366619,1909502,80.09313155,0.19225,-0.17,758.7673274,3158.77,-2.68,605.7390778,312.0115444,"Micaceous residuum without much quartz; clay, mostly kaolinite",100,rsh,al,100,SDMNTRY,QTRNRY,0.108000003,0.227590942,38.12112824,-121.5295484,54,97.73011412,1066.495,14.96335679,15.81003135,1.09983,18.60886494,18.60886494,6.978804656,6.978804656,1.82350228,0.735443964,36.11817135,10.51581405,3.044710617,24.79861469,3.355148529,0.871265707,0,1.68162532,1.235728692,13.09367146,0.096647789,0.801844971,0.520647265,2.810970489,0.31969511,2.293128066,2.471821609,3.886967685,162.1587687,4.001760355,894.6182424,378,892.5907418,335.2150574,653.3532804,248.8300476,582.3345764,1.612732874,60,48.15640368,1909502,64,61.3508942,389.1258185,31.90856704,13.94331021,8.459291458,5.942528762,10.14336872,8.447743455,22.01667404,21.66514763,22.01667404,21.66514763,16.07770348,14.35268314,17.40392876,14.35305365,2.700000048,0.284629026,432.8296407,1.105937136,8,9.946883267,0,0.432330392,52,65.20768701,5454.1287,3.630000114,5.855203664
2/13/2019,CARO-1042,1003735,1,6/19/2014,2014,PROB,Y,0.118495142,1.492508777,1.622144102,51.40666794,2833552,79.76086323,0.390961,24.24,1399.424404,3976.65,24.09,555.2741052,299.6616882,Deposits of mountain glaciers,100,mg,al,100,SDMNTRY,QTRNRY,0.302102894,0.199176253,37.39212725,-120.7909165,63,121.1373014,608.101,15.4325156,15.7335248,1.49453,18.5628078,18.5628078,6.966829934,6.966829934,1.374564593,5.433692546,40.11855581,4.753104641,1.20807742,16.249261,0.864588155,0.139542514,0.015796744,0.630154518,1.145637401,27.94803618,0.003098486,0.13716332,0.023598288,1.242880053,0.086812928,2.26039535,2.425648555,6.981727791,193.7804405,1.968550371,941.4926341,318,933.5998906,230.0917511,612.2097699,151.9093323,431.0505437,0.864650636,60,46.18667529,2833552,62,60.58919558,609.6603055,29.02029685,11.21092663,8.226764679,3.024348321,9.84397316,6.026968756,24.42967606,19.63693894,24.42967606,19.63693894,16.87554741,11.81381763,18.27846718,11.82002877,2.700000048,-2.537301121,334.3122953,1.108194809,7,10.03391293,0,0.599380469,43,62.5863743,3253.2021,5.693720341,5.904112685
2/13/2019,CARO-1043,1003591,1,6/4/2014,2014,PROB,Y,0.151479951,1.420052804,1,49.48623784,17066926,0,0.000652,220,675.4156836,1851.15,217.93,642.4028953,308.6259746,"Micaceous residuum without much quartz; clay, mostly kaolinite",100,rsh,rsh,100,SDMNTRY,SDMNTRY,0.273000002,0.246548212,38.18245209,-120.701041,85,109.9824693,188.565,14.35362819,15.36441816,1.32352,16.95582713,16.95582713,8.78036725,8.78036725,1.56281812,0,33.28967207,0.059185262,8.782510658,25.27113642,0.021539554,0.77193105,0,1.483900639,0.140686277,26.44184029,0.028913456,0.654142677,0.098383369,2.956158275,0,2.872740751,3.189111359,2.571945105,175.2326159,3.346559265,920.1710681,763,907.8846555,520.0640869,619.2302244,502.3386536,542.5476416,1.975299876,26.61199951,42.61707874,17066926,60,58.63475742,376.8568828,33.47735686,14.90472622,7.526432037,6.532538796,10.02632332,9.239401209,23.46297836,22.71238072,23.46297836,22.71238072,16.01170731,15.1386248,17.26477623,15.1388631,1.5,0.869597498,301.4812643,0,9,9.476257748,0,0.074816718,59,60.51628484,463.7934,6,5.998121085
2/13/2019,CARO-1047,1003605,1,6/9/2014,2014,PROB,Y,0.116277404,1.362416312,1.258644366,58.00897403,3953581,37.14701601,0.344419,13.14,1450.594111,3158.77,12.95,607.0459634,290.3507526,Deposits of mountain glaciers,100,mg,al,100,GRANITIC,QTRNRY,0.330000013,0.181622474,38.15220172,-121.284086,61,132.4192635,636.313,13.89020972,14.75268803,0.94793,17.49533988,17.49533988,7.079878595,7.079878595,2.206780201,1.815795969,53.19897785,2.284789148,1.646829933,8.785644954,0.105844694,0.364701089,0,1.706524841,2.612548994,25.87498548,0.019648459,0.242580833,0.076131085,1.100688446,0.164308227,2.272094698,1.715185954,6.464960643,205.3667246,8.186632117,1180.241812,457,1154.12367,365.609436,821.6481415,259.3756714,735.0408669,1.679051212,58.5,50.55194154,3953581,63,60.21687569,589.8929938,28.61470548,10.99514307,8.263083458,3.288363577,9.886395454,6.27546386,23.01607895,19.52110272,23.01607895,19.52110272,16.39022827,11.86078017,17.78635788,11.86247167,2.900000095,-2.526088974,333.1719965,28.41339156,9,11.29727358,0,0.94585389,55,78.033148,1681.0515,5.829999924,5.877108154
